"Code_point_Libelle";"ID.interne.passage";"Date";"CHLOROA";"SALI";"TEMP";"TURB";"NH4";"PO4";"SIOH";"OXYGENE";"NO3+NO2";"TURB-FNU";"Shannon";"Simpson";"BergerParker";"Pielou";"Rspe";"Bacillariophyceae";"Dinophyceae";"Cryptophyceae";"Haptophyta";"Ciliophora";"DinoBac";"N_noeuds";"N_liens";"D_liens";"C_tance";"Avg_p_length";"Adhes";"Mod";"meanN_liens";"Assort";"Diss";"Trans";"meanN_voisins";"Nat_connect";"N_clust";"cluster"
"Calvi";60803984;2022-05-03;0,17;37,7;15;NA;NA;NA;NA;NA;NA;NA;2,46657714360494;0,90702947845805;0,142857142857143;0,961647502485602;13;900;800;300;NA;NA;0,888888888888889;13;47;3,61538461538462;0,602564102564103;0,129708591877709;3;0,0948392937980987;7,23076923076923;-0,00497949619215069;0,833553821623254;0,7125;3,27659574468085;0,113573910941069;2;1
"Calvi";60808834;2022-05-17;0,23;37,5;19,2;NA;NA;NA;NA;NA;NA;NA;1,34726847986535;0,573647205411178;0,622641509433962;0,45756372925302;19;5200;2700;13200;100;NA;0,519230769230769;19;121;6,36842105263158;0,707602339181287;0,129070270881844;2;0,0423126835598662;12,7368421052632;0,102060887835843;0,834246560859678;0,856869009584664;2,70247933884298;0,0884056676272063;2;1
"Calvi";60809675;2022-06-07;0,23;37,9;21,6;NA;NA;NA;NA;NA;NA;NA;1,04791683128258;0,407656112145868;0,762376237623762;0,38696359131602;15;18400;1300;300;NA;NA;0,0706521739130435;13;44;3,38461538461538;0,564102564102564;0,149522658781189;2;0,130165289256198;6,76923076923077;0,156164383561642;0,832321768930538;0,725978647686833;3,54545454545455;0,113324810443989;3;1
"Calvi";60809677;2022-06-21;0,19;38,1;25,1;NA;NA;NA;NA;NA;NA;NA;2,06613944983676;0,8;0,4;0,805528360170653;13;2800;3100;NA;NA;NA;1,10714285714286;13;46;3,53846153846154;0,58974358974359;0,145870925115069;2;0,0699432892249527;7,07692307692308;-0,159924487594393;0,862539346835709;0,721518987341772;3,32608695652174;0,106831451195809;3;1
"Calvi";60811555;2022-07-05;0,09;37,8;25,4;NA;NA;NA;NA;NA;NA;NA;2,61568249811913;0,902109248242293;0,209302325581395;0,873136268287423;20;3200;4700;500;NA;NA;1,46875;20;131;6,55;0,689473684210526;0,104184618554444;3;0,0372938639939397;13,1;0,198835403095292;0,858224835806354;0,831786542923434;2,70229007633588;0,0774910218931098;4;1
"Calvi";60811556;2022-07-19;0,21;38,4;27,8;NA;NA;NA;NA;NA;NA;NA;1,19628450822943;0,576572772096421;0,603040540540541;0,413886035580482;18;56800;2200;NA;NA;NA;0,0387323943661972;18;88;4,88888888888889;0,575163398692811;0,119242342845161;4;0,0842587809917356;9,77777777777778;0,134251320689355;0,860822639378402;0,733639494833525;3,26136363636364;0,0792228845849817;3;1
"Calvi";60811557;2022-08-02;0,23;39;28;NA;NA;NA;NA;NA;NA;NA;1,87295152892227;0,772706180535777;0,348837209302326;0,605928762604786;22;51200;4600;NA;NA;NA;0,08984375;21;106;5,04761904761905;0,504761904761905;0,12139457112048;3;0,139328942684229;10,0952380952381;0,179994332672145;0,85912285569645;0,681569343065693;3,95283018867925;0,0668689770658711;3;1
"Calvi";60811558;2022-08-16;0,09;38,6;27,5;NA;NA;NA;NA;NA;NA;NA;1,17501645430077;0,618279235236942;0,460612691466083;0,414729253187315;17;89800;1600;NA;NA;NA;0,0178173719376392;16;63;3,9375;0,525;0,116799377500183;2;0,133408919123205;7,875;0,0972393901936556;0,874030260485683;0,742690058479532;4;0,0838129193791065;3;1
"Calvi";60813764;2022-08-30;NA;38,4;27,1;NA;NA;NA;NA;NA;NA;NA;2,24167131125587;0,847589792060492;0,260869565217391;0,791211616999708;17;1800;5000;2400;NA;NA;2,77777777777778;17;90;5,29411764705882;0,661764705882353;0,163205682283341;1;0,122222222222222;10,5882352941176;0,0151376983403271;0,82259675902139;0,807814149947202;2,85555555555556;0,0957931860150413;2;1
"Diana centre";5260162;2007-03-12;0,28;37,7;12,2;2;NA;NA;NA;NA;NA;NA;1,25548232517875;0,6875;0,375;0,905639062229566;4;700;100;NA;NA;NA;0,142857142857143;4;4;1;0,666666666666667;0,180341136348539;1;-0,03125;2;-0,714285714285714;0,852001214164114;0,6;2,5;0,39354364072444;2;1
"Diana centre";5260164;2007-03-19;NA;37,9;14,5;1,8;NA;NA;NA;NA;NA;NA;0,636514168294813;0,444444444444444;0,666666666666667;0,918295834054489;2;NA;400;200;NA;NA;NA;2;0;0;0;NA;0;NA;0;NA;NA;NA;NA;0,765197109517251;2;1
"Diana centre";5260724;2007-04-02;0,28;37,9;13,9;2,6;NA;NA;NA;NA;NA;NA;0,562335144618808;0,375;0,75;0,811278124459133;2;NA;400;NA;NA;NA;NA;2;1;0,5;1;0,103701690209744;1;-0,5;1;NA;0,896298309790256;NA;1;0,769304236421784;2;1
"Diana centre";5260940;2007-04-16;0,35;37,9;17,1;2,1;NA;NA;NA;NA;NA;NA;0,943348392329039;0,58;0,5;0,858672711073255;3;500;500;NA;NA;NA;1;3;3;1;1;0,255572922333783;2;-0,222222222222222;2;NA;0,744427077666217;1;1;0,566373130127597;2;1
"Diana centre";5261239;2007-05-02;0,37;38;20,8;1,9;NA;NA;NA;NA;NA;NA;1,50282383971808;0,692520775623269;0,473684210526316;0,722705500296996;8;100;3400;200;NA;NA;34;8;15;1,875;0,535714285714286;0,144020161921446;1;0,0244444444444445;3,75;-0,0363636363636332;0,85877636862036;0,66;3,33333333333333;0,179312654849268;2;1
"Diana centre";5261631;2007-05-14;0,14;37,8;23,1;1,4;NA;NA;NA;NA;NA;NA;0,25748197876266;0,0857561014200388;0,955974842767296;0,132319562076214;7;100;15700;NA;NA;NA;157;7;13;1,85714285714286;0,619047619047619;0,13761355138107;2;0,00887573964497036;3,71428571428571;-0,501650165016501;0,849331937584851;0,642857142857143;2,61538461538462;0,211234828650037;2;1
"Diana centre";5262967;2007-05-28;0,09;38,2;22,8;1,6;NA;NA;NA;NA;NA;NA;0,758010583728323;0,356132075471698;0,792452830188679;0,423053761817091;6;100;18800;NA;NA;NA;188;6;9;1,5;0,6;0,107553032466159;0;-0,0802469135802468;3;-0,499999999999988;0,881426531827605;0,875;1,33333333333333;0,244445450958981;3;1
"Diana centre";5262976;2007-06-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,955447141393767;0,519031141868512;0,647058823529412;0,689209426360162;4;500;1200;NA;NA;NA;2,4;4;2;0,5;0,333333333333333;0,201200154460372;0;0;1;-1;0,849099884154721;0;2;0,387098305195016;2;1
"Diana centre";5262980;2007-06-25;0,05;38,4;26,9;1,6;NA;NA;NA;NA;NA;NA;1,49141728578825;0,7026480013493;0,454545454545455;0,678773258396898;9;3600;4100;NA;NA;NA;1,13888888888889;9;36;4;1;0,162986458946376;8;-0,0555555555555556;8;NA;0,815744310852975;1;1,25;0,181452056234783;2;1
"Diana centre";5263506;2007-07-09;0,55;38,6;26,4;2,1;NA;NA;NA;NA;NA;NA;2,07431411095096;0,828922495274102;0,282608695652174;0,808715425478753;13;1200;3400;NA;NA;NA;2,83333333333333;13;41;3,15384615384615;0,525641025641026;0,0987909029667096;2;0,0883402736466389;6,30769230769231;0,108424574209246;0,889963845249514;0,681274900398406;3,48780487804878;0,102127261738412;3;1
"Diana centre";5264627;2007-07-23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,943677618437777;0,5477450239355;0,587301587301587;0,680719510159044;4;NA;6300;NA;NA;NA;NA;4;6;1,5;1;0,191243408106494;3;-0,125;3;NA;0,77841787672176;1;1,33333333333333;0,420656539277624;2;1
"Diana centre";5264633;2007-08-07;1,66;39,2;27,5;2;NA;NA;NA;NA;NA;NA;0,709176892408552;0,316029448597499;0,818110850897736;0,295749735383954;11;124500;3600;NA;NA;NA;0,0289156626506024;11;41;3,72727272727273;0,745454545454545;0,0992721257503477;4;0,0535395597858417;7,45454545454545;-0,110806697108068;0,865389476882923;0,800711743772242;2,36585365853659;0,130529405696795;2;1
"Diana centre";5265362;2007-08-20;1,48;37,5;26,7;2,5;NA;NA;NA;NA;NA;NA;1,85885558248819;0,809573361082206;0,290322580645161;0,846001633907514;9;1100;1300;NA;NA;NA;1,18181818181818;9;18;2;0,5;0,147020391342729;2;0,109567901234568;4;0,135371179039299;0,885240752939325;0,580645161290323;3,5;0,152671259617663;3;1
"Diana centre";5265366;2007-08-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,45995537898218;0,693045806067817;0,425609756097561;0,553210937329287;14;71300;5700;NA;NA;NA;0,0799438990182328;14;54;3,85714285714286;0,593406593406593;0,0892399111455299;4;0,102709190672154;7,71428571428571;-0,165517685716127;0,901448988551137;0,684863523573201;2,7962962962963;0,0939218021714116;3;1
"Diana centre";5266859;2007-09-03;0,28;39,3;25,9;3;NA;NA;NA;NA;NA;NA;1,87750219774076;0,814049586776859;0,25;0,815388844240042;10;3300;3700;NA;NA;NA;1,12121212121212;10;28;2,8;0,622222222222222;0,0939374273065474;3;0,0401785714285715;5,6;-0,269333333333335;0,890043325605896;0,617021276595745;2,78571428571429;0,137641460785182;3;1
"Diana centre";5267174;2007-09-17;0,69;39,3;24,9;2,1;NA;NA;NA;NA;NA;NA;1,4985093046285;0,710775047258979;0,478260869565217;0,836333966899086;6;200;2000;NA;NA;NA;10;6;12;2;0,8;0,112880953391003;3;-0,00347222222222214;4;-0,434782608695661;0,849253709496368;0,789473684210526;1,83333333333333;0,254973927777044;2;1
"Diana centre";5267518;2007-10-01;NA;39,5;21,1;1,4;NA;NA;NA;NA;NA;NA;0,334107963256649;0,12378772112383;0,935483870967742;0,186469204708929;6;500;14900;NA;NA;NA;29,8;6;9;1,5;0,6;0,144658778734152;0;0;3;-0,499999999999988;0,79178653522387;0,875;2;0,261830058686045;2;1
"Diana centre";5268133;2007-10-16;1,2;39,2;20,1;1,8;NA;NA;NA;NA;NA;NA;1,02410746453299;0,424066587395957;0,751724137931034;0,444764220722606;10;4900;24100;NA;NA;NA;4,91836734693878;10;29;2,9;0,644444444444444;0,116557128597346;1;0,0422116527942925;5,8;-0,204063604240283;0,869269838592899;0,745222929936306;2,58620689655172;0,140459150399434;2;1
"Diana centre";5268615;2007-10-29;5,26;37,8;17,3;3,6;NA;NA;NA;NA;NA;NA;0,867563228481461;0,5;0,666666666666667;0,789690082142847;3;NA;600;NA;NA;NA;NA;3;3;1;1;0,29697319346573;2;-0,222222222222222;2;NA;0,70302680653427;1;1;0,577328883182444;2;1
"Diana centre";5272119;2007-11-12;1,11;35,1;15,1;4,5;NA;NA;NA;NA;NA;NA;1,07707389584736;0,568027099739677;0,578657865786579;0,449174702525854;11;80900;9900;NA;NA;NA;0,122373300370828;11;46;4,18181818181818;0,836363636363636;0,114276074942067;3;-0,0226843100189036;8,36363636363636;-0,311084043848964;0,808041536688444;0,902506963788301;2,15217391304348;0,158257633401793;2;1
"Diana centre";5272520;2007-11-26;1,94;37,1;14;2,4;NA;NA;NA;NA;NA;NA;1,77962348956611;0,76813039698329;0,353348729792148;0,615707472474563;18;60200;67500;1500;NA;NA;1,12126245847176;18;104;5,77777777777778;0,679738562091503;0,110285785854166;5;0,0608820266272189;11,5555555555556;-0,118073943316664;0,836516608772354;0,787878787878788;2,86538461538462;0,0933715074148989;3;1
"Diana centre";5273099;2007-12-10;2,59;37,3;11,9;3,2;NA;NA;NA;NA;NA;NA;1,47330700593887;0,590832587581383;0,621776504297994;0,531383177793745;16;30300;4600;NA;NA;NA;0,151815181518152;16;75;4,6875;0,625;0,114362102560006;2;0,0543111111111111;9,375;0,0310706939482531;0,858316159016621;0,771186440677966;2,96;0,091570800842383;3;1
"Diana centre";5273787;2007-12-26;8,86;36;9,5;20,7;NA;NA;NA;NA;NA;NA;0,00041974938480133;7,50131271918253e-05;0,999962492029556;0,00060557035586907;2;NA;100;2666000;NA;NA;NA;2;0;0;0;NA;0;NA;0;NA;NA;NA;NA;0,765197109517251;2;1
"Diana centre";5274355;2008-01-07;2,95;30,5;11;4,8;NA;NA;NA;NA;NA;NA;0,0133340813526257;0,00304444492226041;0,99847622102815;0,00744189249819926;6;1100;800;1245000;NA;NA;0,727272727272727;6;10;1,66666666666667;0,666666666666667;0,214187923579909;1;-0,045;3,33333333333333;-0,562499999999999;0,779878027079659;0,75;2,5;0,26771284009652;2;1
"Diana centre";5275096;2008-01-21;0,83;34,4;10,5;1,4;NA;NA;NA;NA;NA;NA;0,501935282310415;0,245151780961365;0,861107137748534;0,173657689859163;18;95800;1100;602000;NA;NA;0,011482254697286;18;102;5,66666666666667;0,666666666666667;0,132187169239104;4;0,0357554786620531;11,3333333333333;0,183110947603749;0,823949945020059;0,836909871244635;2,66666666666667;0,100154972836197;3;1
"Diana centre";5275182;2008-02-04;0,07;35,2;10,7;1,8;NA;NA;NA;NA;NA;1,8;1,05852435426273;0,565157140398288;0,570372476542508;0,425981537114497;12;350800;700;NA;NA;NA;0,00199543899657925;12;57;4,75;0,863636363636364;0,169467432767381;4;0,00861803631886732;9,5;-0,232862375719527;0,769140253033564;0,910714285714286;1,98245614035088;0,16852642474414;2;1
"Diana centre";5275577;2008-02-18;0,36;36,2;9,9;0,5;NA;NA;NA;NA;NA;NA;1,05233637826568;0,564748714170701;0,568189396465488;0,371428569074535;17;598000;1400;NA;NA;NA;0,00234113712374582;17;99;5,82352941176471;0,727941176470588;0,139603313594143;1;0,0244362820120396;11,6470588235294;-0,016174183514777;0,806288380522626;0,900253592561285;2,58585858585859;0,11439381461445;2;1
"Diana centre";5276248;2008-03-03;0,14;36,2;12,8;0,7;NA;NA;NA;NA;NA;NA;0,779995230874666;0,398424023156168;0,745940783190067;0,288028349901785;15;102100;2500;NA;NA;NA;0,0244857982370225;15;82;5,46666666666667;0,780952380952381;0,124289215404763;4;-7,43604997025527e-05;10,9333333333333;-0,23031956352299;0,819395782367325;0,855172413793103;2,30487804878049;0,118859791664713;2;1
"Diana centre";5276256;2008-03-17;0,55;35,8;13,6;1;NA;NA;NA;NA;NA;NA;0,219491744611358;0,0682943849113754;0,96513353115727;0,0883299759490296;12;134100;500;NA;NA;NA;0,00372856077554064;12;46;3,83333333333333;0,696969696969697;0,130365666177617;1;-0,00212665406427226;7,66666666666667;-0,326354453627173;0,829455374991349;0,890756302521008;2,56521739130435;0,130164223370584;2;1
"Diana centre";5276840;2008-03-31;0,46;36,5;14;1,2;NA;NA;NA;NA;NA;NA;0,610668242009695;0,272902201272469;0,845164152617569;0,22550107887998;15;448500;2000;NA;NA;NA;0,00445930880713489;15;93;6,2;0,885714285714286;0,151621033173332;6;0,0124291825644582;12,4;-0,129833086837106;0,772597897844244;0,920955882352941;1,95698924731183;0,157467884311037;2;1
"Diana centre";5277074;2008-04-14;0,42;37;16;0,9;NA;NA;NA;NA;NA;NA;0,0853235286677572;0,0245031903823756;0,987654320987654;0,0476199680443253;6;72100;800;NA;NA;NA;0,0110957004160888;6;13;2,16666666666667;0,866666666666667;0,189778006185618;3;-0,0266272189349114;4,33333333333333;-0,444444444444442;0,807465523041524;0,866666666666667;1,53846153846154;0,264885150123324;2;1
"Diana centre";5277663;2008-04-28;0,62;37,2;18,3;NA;NA;NA;NA;NA;NA;1,2;0,036940840886736;0,0112239418978902;0,994358077311587;0,0136411211548813;15;8116200;1200;400;NA;NA;0,000147852443261625;15;61;4,06666666666667;0,580952380952381;0,143273925788173;4;0,0870733673743617;8,13333333333333;0,0353101567825471;0,827173972098057;0,737603305785124;3,32786885245902;0,104385680962709;3;1
"Diana centre";5277966;2008-05-12;0,28;37,5;20,1;NA;NA;NA;NA;NA;NA;1;0,0455091156294988;0,0135589678700058;0,993185689948893;0,0414241822150663;3;NA;58500;NA;NA;NA;NA;3;3;1;1;0,157438313528442;2;-0,222222222222222;2;NA;0,84156533276173;1;1,33333333333333;0,541326806309729;2;1
"Diana centre";5278524;2008-05-26;0,55;35,9;21,5;NA;NA;NA;NA;NA;NA;4,5;0,20436925410564;0,0619766030997458;0,968421052631579;0,0796776955892412;13;101800;2400;100;NA;NA;0,0235756385068762;13;46;3,53846153846154;0,58974358974359;0,104102891781819;2;0,0519848771266541;7,07692307692308;-0,293222311755754;0,89592554260848;0,677115987460815;2,80434782608696;0,101856155211175;3;1
"Diana centre";5278793;2008-06-09;NA;35;22,6;NA;NA;NA;NA;NA;NA;0,9;1,75400412771797;0,820987654320988;0,222222222222222;0,978928342694148;6;NA;1800;NA;NA;NA;NA;6;13;2,16666666666667;0,866666666666667;0,20284731308873;3;-0,0355029585798816;4,33333333333333;-0,444444444444442;0,781058602927415;0,866666666666667;1,76923076923077;0,272953881667176;2;1
"Diana centre";5279624;2008-06-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,601964138609112;0,313217993079585;0,814705882352941;0,374021348669926;5;27700;6300;NA;NA;NA;0,227436823104693;5;10;2;1;0,151009743938973;4;-0,08;4;NA;0,840079560510763;1;1,5;0,315893408131817;2;1
"Diana centre";5279630;2008-06-23;NA;36,5;25,9;NA;NA;NA;NA;NA;NA;1,5;1,03963986899067;0,496330093235469;0,690140845070423;0,580234058670038;6;100;7000;NA;NA;NA;70;6;12;2;0,8;0,204054134804806;2;-0,0138888888888889;4;-0,454545454545455;0,787109572714848;0,846153846153846;1,75;0,269074259955852;2;1
"Diana centre";5279716;2008-07-07;0,42;37,4;28,3;NA;NA;NA;NA;NA;NA;2,2;1,17954216672366;0,5291748046875;0,6640625;0,536832774806142;9;9200;1100;600;NA;NA;0,119565217391304;9;26;2,88888888888889;0,722222222222222;0,162016153433652;1;-0,0362426035502959;5,77777777777778;-0,376126126126132;0,819001796985883;0,835714285714286;2,30769230769231;0,170638517025771;2;1
"Diana centre";5281351;2008-07-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,73063122577573;0,378685866096218;0,770472895040369;0,35135934871509;8;72800;700;NA;NA;NA;0,00961538461538462;8;19;2,375;0,678571428571429;0,14537347532393;3;0,0817174515235458;4,75;-0,390243902439023;0,848018402698776;0,75;2,36842105263158;0,182867352141898;2;1
"Diana centre";5281390;2008-07-21;1,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,94637088786238;0,779163807469856;0,402227722772277;0,702004906912426;16;68500;9600;NA;NA;NA;0,14014598540146;16;102;6,375;0,85;0,117227202913484;6;0,00225874663590919;12,75;-0,183947171352716;0,81764337205226;0,880064829821718;2,07843137254902;0,121437524840059;2;1
"Diana centre";5281145;2008-08-04;NA;38,3;28,7;NA;NA;NA;NA;NA;NA;1,1;1,58844493257306;0,707840236686391;0,401098901098901;0,639237265797723;12;17300;18700;NA;NA;NA;1,08092485549133;12;57;4,75;0,863636363636364;0,145975285604535;5;-0,0204678362573099;9,5;-0,181518791166214;0,810406488822016;0,895791583166333;1,84210526315789;0,142926009210477;3;1
"Diana centre";5281362;2008-08-18;NA;38,4;27,5;NA;NA;NA;NA;NA;NA;3,1;0,475799547416832;0,198841641879833;0,892682926829268;0,228811215838492;8;12100;191300;NA;NA;NA;15,8099173553719;8;23;2,875;0,821428571428571;0,102051124196063;4;-0,0226843100189036;5,75;-0,413793103448275;0,857515882652854;0,834782608695652;1,82608695652174;0,185895514202466;2;1
"Diana centre";5282002;2008-09-02;0;39;27,1;NA;NA;NA;NA;NA;NA;1,7;1,88024793028021;0,801829870106084;0,306704707560628;0,694317974428586;15;41000;18800;NA;NA;NA;0,458536585365854;15;81;5,4;0,771428571428571;0,0990608508743231;5;0,0383325712543819;10,8;-0,197718631178701;0,849749068672525;0,804347826086957;2,22222222222222;0,10468390202949;2;1
"Diana centre";5282604;2008-09-15;0,42;39,1;25,4;NA;NA;NA;NA;NA;NA;3,5;1,87288511272293;0,797067551934007;0,336879432624113;0,709679585852714;14;19900;8000;100;NA;NA;0,402010050251256;14;53;3,78571428571429;0,582417582417582;0,125000836107116;3;0,0144179423282307;7,57142857142857;-0,179722375099375;0,854148175302933;0,72972972972973;3,20754716981132;0,103470685149737;3;1
"Diana centre";60010505;2008-09-29;0,05;39,4;20;NA;NA;NA;NA;NA;NA;3,4;2,15746697368906;0,826790578432943;0,354430379746835;0,817514250061247;14;3100;4000;800;NA;NA;1,29032258064516;14;41;2,92857142857143;0,450549450549451;0,154647794140294;1;0,0883402736466389;5,85714285714286;0,0692951015531669;0,855416036101033;0,564102564102564;4,24390243902439;0,0976924355106598;4;1
"Diana centre";60012341;2008-10-13;0,21;39,5;19,6;NA;NA;NA;NA;NA;NA;1,9;1,0117494114223;0,471080561854371;0,700396825396825;0,421932276567515;11;3000;37700;9600;NA;NA;12,5666666666667;11;33;3;0,6;0,111549315108419;2;0,049127640036731;6;-0,31935246504783;0,879038248777417;0,682539682539683;2,93939393939394;0,123843464084825;3;1
"Diana centre";60012380;2008-10-27;0,55;36,5;19,8;NA;NA;NA;NA;NA;NA;6,1;1,11773954727667;0,502724905366587;0,681347150259067;0,466133596390246;11;1300;37000;NA;NA;NA;28,4615384615385;11;48;4,36363636363636;0,872727272727273;0,103645670903308;7;-0,0340711805555555;8,72727272727273;-0,226897365316547;0,861637509599062;0,875331564986737;1,83333333333333;0,134420166768924;3;1
"Diana centre";60013443;2008-11-12;0,05;35,3;18,9;NA;NA;NA;NA;NA;NA;3,5;1,21255439377248;0,616911620981042;0,486620416253717;0,437336552675921;16;300;99100;1300;NA;NA;330,333333333333;16;86;5,375;0,716666666666667;0,108254430341971;5;0,0377906976744186;10,75;0,0103398182698638;0,863906568426005;0,796400449943757;2,65116279069767;0,0902910955266577;3;1
"Diana centre";60013741;2008-11-24;0,97;34,7;14,3;NA;NA;NA;NA;NA;NA;4,7;1,57790481511851;0,719129750759502;0,413385826771654;0,545917600671212;18;6700;52700;42000;NA;NA;7,86567164179105;18;85;4,72222222222222;0,555555555555556;0,108897012333751;2;0,0309342560553634;9,44444444444444;-0,073265783320343;0,872898421204761;0,731360946745562;3,42352941176471;0,0759367543889859;4;1
"Diana centre";60013780;2008-12-08;1,25;31,5;11,5;NA;NA;NA;NA;NA;NA;2,8;1,60672428970012;0,701421477615504;0,501103752759382;0,626415599600863;13;9200;6800;22700;NA;NA;0,739130434782609;13;53;4,07692307692308;0,679487179487179;0,113655015307407;4;0,0720897116411535;8,15384615384615;-0,223268959020249;0,856130597641928;0,757281553398058;2,67924528301887;0,110303848245047;3;1
"Diana centre";60013802;2008-12-22;0,05;32,7;12,5;NA;NA;NA;NA;NA;NA;2,5;0,687454146857923;0,385483135071979;0,754528781492326;0,233475426633748;19;6181500;15700;NA;NA;NA;0,00253983660923724;19;117;6,15789473684211;0,684210526315789;0,106340249650057;5;0,0637738330046022;12,3157894736842;-0,140973630831646;0,834787892444152;0,781704781704782;2,70940170940171;0,0933639833207959;3;1
"Diana centre";60014101;2009-01-05;1,94;30,1;10,5;NA;NA;NA;NA;NA;NA;2,2;1,1893897344925;0,570766627236904;0,586854460093897;0,439205201590577;15;59100;4700;NA;NA;NA;0,0795262267343486;15;64;4,26666666666667;0,609523809523809;0,104496654601891;1;0,04833984375;8,53333333333333;0,0294513730312079;0,841460365830797;0,748613678373383;3,25;0,102042898736173;3;1
"Diana centre";60014142;2009-01-19;0,28;33,8;12,7;NA;NA;NA;NA;NA;NA;1,5;0,600717997137827;0,206303125;0,89;0,216663218860873;16;72000;7100;600;NA;NA;0,0986111111111111;16;75;4,6875;0,625;0,10149445885011;5;0,0436444444444444;9,375;-0,0978590158091721;0,860103625996154;0,723837209302326;3,02666666666667;0,0896966349948689;3;1
"Diana centre";60014640;2009-02-09;0,09;32,8;10,8;NA;NA;NA;NA;NA;NA;2,5;1,41182068177964;0,611230527714044;0,567032967032967;0,479487159275184;19;27800;16500;1100;NA;NA;0,593525179856115;19;120;6,31578947368421;0,701754385964912;0,0971863097329827;5;0,0615625;12,6315789473684;-0,11111111111111;0,860347646300868;0,794;2,6;0,0814955675695414;3;1
"Diana centre";60024767;2009-02-23;0,28;35,1;9,1;NA;NA;NA;NA;NA;NA;1,7;1,82759389795858;0,746003603191398;0,454545454545455;0,659165163335942;16;6300;13900;17000;NA;NA;2,20634920634921;16;84;5,25;0,7;0,11513269907026;6;0,0626417233560091;10,5;-0,0917934444834771;0,848914302681021;0,786133960047004;2,69047619047619;0,0969139703333819;3;1
"Diana centre";60024810;2009-03-09;0,83;34,6;11,6;NA;NA;NA;NA;NA;NA;1,5;1,41931150873942;0,600062144938412;0,60774818401937;0,537810032700705;14;27100;8400;5100;NA;NA;0,309963099630996;14;51;3,64285714285714;0,56043956043956;0,111568299004335;3;0,116301422529796;7,28571428571429;0,129870129870131;0,848291197569132;0,747899159663866;3,70588235294118;0,10451707522843;3;1
"Diana centre";60026200;2009-03-23;0,97;36,3;12,1;NA;NA;NA;NA;NA;NA;1,6;1,93411688795581;0,786456734353756;0,344370860927152;0,697585210688359;16;5600;9400;NA;NA;NA;1,67857142857143;16;87;5,4375;0,725;0,0918712945999187;6;0,0253005681067512;10,875;-0,224374578108701;0,86479253893557;0,793926247288503;2,37931034482759;0,0917338895988286;3;1
"Diana centre";60028540;2009-03-30;NA;36,2;11,8;NA;NA;NA;NA;NA;NA;2;1,83377381353025;0,763352357227841;0,422256097560976;0,64724169726834;17;26700;35400;3500;NA;NA;1,32584269662921;17;99;5,82352941176471;0,727941176470588;0,12737380214233;4;-0,00709111315171922;11,6470588235294;-0,183340701193601;0,803915178125388;0,848275862068966;2,81818181818182;0,117536746624315;3;1
"Diana centre";60029361;2009-04-06;1,39;32,7;14,8;NA;NA;NA;NA;NA;NA;3,1;1,48671809511531;0,742405544588098;0,357742181540809;0,620009602579639;11;21500;49800;25500;NA;NA;2,31627906976744;11;38;3,45454545454545;0,690909090909091;0,0930159397978731;4;0,116343490304709;6,90909090909091;-0,108753315649869;0,880234184304356;0,743697478991597;2,78947368421053;0,126306341438102;2;1
"Diana centre";60030902;2009-04-20;0,69;36,1;17;NA;NA;NA;NA;NA;NA;1,9;2,02512517988106;0,807008578925128;0,335423197492163;0,687779639588377;19;15500;16000;NA;NA;NA;1,03225806451613;19;121;6,36842105263158;0,707602339181287;0,105170544024284;1;0,0374291373540059;12,7368421052632;-0,243366958426373;0,849774935396288;0,835659898477157;2,59504132231405;0,0858928744940417;2;1
"Diana centre";60031680;2009-05-04;0,69;36,5;18,7;NA;NA;NA;NA;9,9;NA;1,3;1,64758613195816;0,666020761245675;0,552941176470588;0,663037435268936;12;5100;3200;NA;NA;NA;0,627450980392157;12;50;4,16666666666667;0,757575757575758;0,103516784779429;4;-0,0288;8,33333333333333;-0,225204200700115;0,858210848044269;0,804123711340206;2,28;0,121966872879031;3;1
"Diana centre";60034611;2009-05-18;0,37;36,7;23,5;NA;NA;NA;NA;7,9;NA;1,4;1,89438059122583;0,806415682780129;0,313432835820896;0,790018068226585;11;300;6100;NA;NA;NA;20,3333333333333;11;43;3,90909090909091;0,781818181818182;0,100474476275923;3;-0,0129799891833423;7,81818181818182;-0,236680810938243;0,866063473515027;0,853035143769968;2,18604651162791;0,131529561012206;3;1
"Diana centre";60036162;2009-06-02;1,2;37;23,2;NA;NA;NA;NA;9,35;NA;1;1,96319207300787;0,814660558100791;0,326530612244898;0,818714685031595;11;3600;300;1000;NA;NA;0,0833333333333333;11;29;2,63636363636364;0,527272727272727;0,150003626680903;3;0,171819262782402;5,27272727272727;-0,0216802168021715;0,85996360901776;0,636363636363636;3,3448275862069;0,125566959703385;3;1
"Diana centre";60036180;2009-06-15;0,83;37,3;26,3;NA;NA;NA;NA;7,6;NA;1,4;0,754689641862285;0,432622977087005;0,721518987341772;0,686948115952011;3;7900;NA;NA;NA;NA;NA;3;1;0,333333333333333;0,333333333333333;0,281788854525462;0;0;0,666666666666667;NA;0,718211145474538;NA;1;0,53976111903145;2;1
