"Code_point_Libelle";"ID.interne.passage";"Date";"CHLOROA";"SALI";"TEMP";"TURB";"NH4";"PO4";"SIOH";"OXYGENE";"NO3+NO2";"TURB-FNU";"Shannon";"Simpson";"BergerParker";"Pielou";"Rspe";"Bacillariophyceae";"Dinophyceae";"Cryptophyceae";"Haptophyta";"Ciliophora";"DinoBac";"N_noeuds";"N_liens";"D_liens";"C_tance";"Avg_p_length";"Adhes";"Mod";"meanN_liens";"Assort";"Diss";"Trans";"meanN_voisins";"Nat_connect";"N_clust";"cluster"
"Anse de Carteau 2";5276508;2008-03-25;0,62;36,9;10,9;NA;NA;NA;NA;NA;NA;1,49;1,19625538419205;0,554358581505953;0,629943502824859;0,44174047575084;15;34600;500;100;NA;NA;0,0144508670520231;15;63;4,2;0,6;0,139925525777083;3;0,154195011337868;8,4;-0,1522633744856;0,83175230583186;0,729885057471264;3,03174603174603;0,104220907763775;2;1
"Anse de Carteau 2";5277151;2008-04-07;0,9;36,6;12,5;NA;NA;NA;NA;NA;NA;0,25;0,860609664397455;0,365621673839604;0,78656462585034;0,310399323741831;16;117000;300;100;NA;NA;0,00256410256410256;16;85;5,3125;0,708333333333333;0,147359607675582;4;0,0965397923875432;10,625;0,0789369611642777;0,780793051278086;0,858585858585859;2,58823529411765;0,135105395001645;2;1
"Anse de Carteau 2";5277533;2008-04-21;0,55;23,8;13,5;NA;NA;NA;NA;NA;NA;3,66;0,699704053529526;0,254212051856059;0,861994219653179;0,252364892029238;16;134000;2700;1700;NA;NA;0,0201492537313433;16;83;5,1875;0,691666666666667;0,136893658451613;3;0,0391929162432865;10,375;0,247718782534143;0,81734528269041;0,849122807017544;2,56626506024096;0,110153845889208;2;1
"Anse de Carteau 2";5277870;2008-05-05;5,2;33,3;17,3;NA;NA;NA;NA;NA;NA;1,99;0,669576296491412;0,363072851821919;0,775019106438353;0,261048544503847;13;3853800;71600;915000;NA;NA;0,0185790648191396;13;52;4;0,666666666666667;0,153674569447675;3;0,102810650887574;8;0,124559859154933;0,779705995640998;0,829145728643216;2,78846153846154;0,143245394749217;2;1
"Anse de Carteau 2";5278112;2008-05-19;1,22;30,9;18;NA;NA;NA;NA;NA;NA;1,02;0,187552461692637;0,0559623098325148;0,971540726202159;0,0636971806920354;19;12800;15300;990000;NA;NA;1,1953125;19;82;4,31578947368421;0,47953216374269;0,123082351272015;5;0,257584770969661;8,63157894736842;0,25768906381783;0,840609356184834;0,689127105666156;4,53658536585366;0,0789903643326354;3;1
"Anse de Carteau 2";5278613;2008-06-02;3,69;31,6;19,4;NA;NA;NA;NA;6,1;NA;0,97;0,110672713374146;0,0368334671531058;0,981314150364067;0,0390626119301344;17;4557600;2000;NA;NA;NA;0,000438827453045463;17;93;5,47058823529412;0,683823529411765;0,120157987684075;2;0,0131229043820095;10,9411764705882;0,00728252194732461;0,802265608809596;0,839303000968054;2,68817204301075;0,11425605817188;3;1
"Anse de Carteau 2";5279193;2008-06-16;1,39;38,5;17,9;NA;NA;NA;NA;9,4;NA;0,75;0,654756738639787;0,315496935970645;0,818310257134784;0,241781610390122;15;352800;900;100;NA;NA;0,00255102040816327;15;79;5,26666666666667;0,752380952380952;0,15167346232411;3;0,0307643005928537;10,5333333333333;0,172014342189938;0,800473242224611;0,906553398058252;2,37974683544304;0,12850938226307;2;1
"Anse de Carteau 2";5280818;2008-06-30;NA;37,5;22,5;NA;NA;NA;NA;10,3;NA;0,22;1,38366900285274;0,654173327175497;0,458880442294402;0,51094658521824;15;84800;59900;NA;NA;NA;0,706367924528302;15;101;6,73333333333333;0,961904761904762;0,125626386700097;12;-0,0166650328399177;13,4666666666667;-0,157418576598287;0,804934194762416;0,961995249406176;1,72277227722772;0,140462929786644;2;1
"Anse de Carteau 2";5280832;2008-07-15;1,11;35,9;18,9;NA;NA;NA;NA;6,2;NA;0,39;1,97642907142838;0,8316888701194;0,2096018735363;0,659748232135457;20;65500;18000;1100;NA;NA;0,274809160305344;20;117;5,85;0,61578947368421;0,119345537273438;5;0,0932500547885163;11,7;0,192386982202834;0,829620315489661;0,816223977027997;3,03418803418803;0,0900030887709719;3;1
"Anse de Carteau 2";5280846;2008-07-28;2,63;36,1;19,8;NA;NA;NA;NA;NA;NA;0,29;1,91643297891348;0,799672994734538;0,368584758942457;0,676416755883899;17;41100;23200;NA;NA;NA;0,564476885644769;17;100;5,88235294117647;0,735294117647059;0,118590918993023;2;0,02255;11,7647058823529;0,282478404006862;0,81683352824633;0,889077053344623;2,53;0,111867285887217;3;1
"Anse de Carteau 2";5281392;2008-08-11;0,28;NA;NA;NA;NA;NA;NA;NA;NA;0,36;1,27804875809559;0,589047362646705;0,597585513078471;0,498274460810579;13;19600;400;29700;NA;NA;0,0204081632653061;13;46;3,53846153846154;0,58974358974359;0,183524785216321;3;0,0923913043478261;7,07692307692308;0,103771619087306;0,786431733408383;0,819018404907976;3,04347826086957;0,134935806027824;2;1
"Anse de Carteau 2";5281896;2008-08-25;0,09;37;17,4;NA;NA;NA;NA;NA;NA;0,73;1,73406865353252;0,722204632666759;0,434163701067616;0,612050150466222;17;26200;1600;NA;NA;NA;0,0610687022900763;17;103;6,05882352941176;0,757352941176471;0,147080130819488;2;0,00395890281836175;12,1176470588235;0,0945965982504069;0,791595816230217;0,900720576461169;2,54368932038835;0,124782335628641;2;1
"Anse de Carteau 2";5282047;2008-09-08;1,11;35,6;19,8;NA;NA;NA;NA;NA;NA;0,46;1,12271712404501;0,546232036219026;0,638255129860812;0,388433467417427;18;691500;5200;NA;NA;NA;0,00751988430947216;18;124;6,88888888888889;0,810457516339869;0,112733459447141;6;0,0217221644120708;13,7777777777778;-0,14776907838883;0,807334631056103;0,872135102533173;2,46774193548387;0,118856764108822;2;1
"Anse de Carteau 2";60001360;2008-09-22;0,83;34,5;17,2;NA;NA;NA;NA;NA;NA;0,62;0,941848665083026;0,363799501779;0,793542905692438;0,339700099595793;16;21600;2700;93400;NA;NA;0,125;16;71;4,4375;0,591666666666667;0,175454313696763;3;0,0583217615552469;8,875;0,221705184259835;0,781249064772823;0,8296875;3,19718309859155;0,119881723587774;3;1
"Anse de Carteau 2";60007900;2008-10-06;0,83;37,1;17,2;NA;NA;NA;NA;NA;NA;0,26;1,63030072972014;0,689561016593153;0,514492753623188;0,65608127768471;12;2400;2200;7100;NA;NA;0,916666666666667;12;29;2,41666666666667;0,439393939393939;0,169741734850535;2;0,31807372175981;4,83333333333333;-0,115384615384614;0,827876426261479;0,669230769230769;4,96551724137931;0,120728675730008;2;1
"Anse de Carteau 2";60008060;2008-10-20;NA;37,3;17,9;NA;NA;NA;NA;NA;NA;0,25;1,11538542406242;0,5133056640625;0,671875;0,50763378289471;9;12200;NA;NA;NA;NA;NA;9;20;2,22222222222222;0,555555555555556;0,113465694223004;2;0,22;4,44444444444444;0,53488372093023;0,814119677524335;0,846153846153846;4;0,171574676607495;2;1
"Anse de Carteau 2";60008140;2008-11-03;0,44;26,8;16,3;NA;NA;NA;NA;NA;NA;1,33;1,06527406291982;0,545454545454545;0,636363636363636;0,661891990172338;5;2600;100;600;NA;NA;0,0384615384615385;5;4;0,8;0,4;0,199113512960319;0;0,375;1,6;1;0,724798377983708;1;1,25;0,323561873006338;2;1
"Anse de Carteau 2";60008260;2008-11-17;2,03;30,8;12,4;NA;NA;NA;NA;NA;NA;0,703;0,401120212265632;0,162054625018862;0,913475177304965;0,151993747071842;14;347400;2300;NA;NA;NA;0,00662061024755325;14;59;4,21428571428571;0,648351648351648;0,132769062562204;4;0,0791439241597242;8,42857142857143;-0,0223852984706505;0,828395894112962;0,757894736842105;2,86440677966102;0,114238848063295;3;1
"Anse de Carteau 2";60008342;2008-12-01;0,18;29,9;12,9;NA;NA;NA;NA;NA;NA;2,28;1,36210090561745;0,675093363975869;0,474576271186441;0,699981397537143;7;5700;200;NA;NA;NA;0,0350877192982456;7;14;2;0,666666666666667;0,138166724441587;3;0,0510204081632653;4;-0,0370370370370416;0,834001032658674;0,613636363636364;2,71428571428571;0,217205605042516;2;1
"Anse de Carteau 2";60009044;2008-12-15;0,43;32,4;11,7;NA;NA;NA;NA;NA;NA;8,41;0,299097231453698;0,097775017396155;0,949640287769784;0,129896277172881;10;40800;100;400;NA;NA;0,00245098039215686;9;22;2,44444444444444;0,611111111111111;0,182595334412497;2;0,0371900826446281;4,88888888888889;-0,105392156862743;0,791746154400034;0,71875;3,22727272727273;0,1747641610325;3;1
"Anse de Carteau 2";60009051;2008-12-29;0,09;30,2;8,5;NA;NA;NA;NA;NA;NA;1,1;1,53838363162698;0,671419024281577;0,537313432835821;0,700148563553763;9;5200;200;800;NA;NA;0,0384615384615385;8;17;2,125;0,607142857142857;0,155716123736649;3;0,179930795847751;4,25;-0,253308128544421;0,834149025793287;0,737704918032787;3,11764705882353;0,185381880059405;2;1
"Anse de Carteau 2";60009201;2009-01-12;0,05;29,2;8,3;NA;NA;NA;NA;NA;NA;0,96;1,02616453713262;0,427329891033615;0,746113989637306;0,378931135292453;15;104200;NA;10100;NA;NA;NA;15;66;4,4;0,628571428571429;0,106011000397268;3;0,0945821854912763;8,8;-0,178475773070366;0,860612344778824;0,718085106382979;2,75757575757576;0,0982909406420785;2;1
"Anse de Carteau 2";60010720;2009-01-19;3,69;31,5;10,5;NA;NA;NA;NA;NA;NA;NA;0,299985415962305;0,135201948748603;0,927706168901151;0,1107754264822;15;2318200;100;1300;NA;NA;4,31369165732034e-05;15;58;3,86666666666667;0,552380952380952;0,157302335325762;3;0,187722948870392;7,73333333333333;-0,0781348456206651;0,815073590377281;0,726027397260274;3,39655172413793;0,107508731159135;2;1
"Anse de Carteau 2";60024240;2009-02-16;0,14;32,7;9,7;NA;NA;NA;NA;NA;NA;0,7;1,29161978315676;0,514756944444444;0,6875;0,538647286980728;11;8500;300;300;NA;NA;0,0352941176470588;11;28;2,54545454545455;0,509090909090909;0,176497460733914;2;0,0682397959183674;5,09090909090909;0,0181180596142598;0,841772127061662;0,641221374045801;3,46428571428571;0,129203158292008;3;1
"Anse de Carteau 2";60024312;2009-03-02;NA;30,1;11,5;NA;NA;NA;NA;NA;NA;0,33;1,54591478769702;0,704900680149543;0,473154362416107;0,622121876420957;12;27200;100;2500;NA;NA;0,00367647058823529;11;37;3,36363636363636;0,672727272727273;0,141142705048382;4;0,16654492330168;6,72727272727273;-0,137653736991485;0,818709794970178;0,808695652173913;2,45945945945946;0,143567822853085;2;1
"Anse de Carteau 2";60026020;2009-03-16;NA;37,2;11,9;NA;NA;NA;NA;NA;NA;NA;0,950492220451075;0,403507040209029;0,76144578313253;0,360163536344868;14;41800;300;NA;NA;NA;0,00717703349282297;14;58;4,14285714285714;0,637362637362637;0,151993845941573;6;0,172265160523187;8,28571428571429;-0,121304018195604;0,834959197684312;0,743421052631579;2,63793103448276;0,109693681584109;2;1
"Anse de Carteau 2";60027340;2009-03-30;2,22;37,3;12,9;NA;NA;NA;NA;NA;NA;0,913;0,219808432345982;0,0724745114998147;0,96285140562249;0,0792791338227815;16;397900;100;100;NA;NA;0,000251319426991706;16;70;4,375;0,583333333333333;0,164943327724203;4;0,078265306122449;8,75;0,0230065086491945;0,807275287242858;0,718592964824121;3,21428571428571;0,105638106790886;3;1
"Anse de Carteau 2";60030301;2009-04-14;2,91;30,3;15,1;NA;NA;NA;NA;NA;NA;0,569;0,380407256459334;0,139838610790172;0,92674253200569;0,165208772356244;10;137400;3200;NA;NA;NA;0,0232896652110626;10;41;4,1;0,911111111111111;0,117462162830363;6;-0,0118976799524093;8,2;-0,269258459323238;0,775091278575769;0,92;2,04878048780488;0,19520672840187;2;1
"Anse de Carteau 2";60033285;2009-04-27;1,25;31;14,7;NA;NA;NA;NA;NA;NA;1,2;1,71583198889189;0,783243243243243;0,289189189189189;0,690501588475476;12;28200;800;7600;NA;NA;0,0283687943262411;12;40;3,33333333333333;0,606060606060606;0,17135740523882;3;0,0684374999999999;6,66666666666667;0,0909090909090904;0,807596717327657;0,80859375;3,05;0,131998597073131;3;1
"Anse de Carteau 2";60033343;2009-05-11;3,05;29,1;17;NA;NA;NA;NA;NA;NA;NA;0,793384235920253;0,396162096507258;0,760022909507446;0,249644681390872;24;1216500;5300;NA;NA;NA;0,00435676120016441;23;179;7,78260869565217;0,707509881422925;0,112710375282291;4;0,0174620018101806;15,5652173913043;-0,00401603058554916;0,827997011169092;0,828863796753705;2,59776536312849;0,0925596896964401;3;1
"Anse de Carteau 2";60033416;2009-05-25;3,6;26,1;21,6;NA;NA;NA;NA;NA;NA;2;0,732345040919532;0,497673028879472;0,5625935677043;0,270432594130441;15;3864300;4200;NA;NA;NA;0,00108687213725642;15;99;6,6;0,942857142857143;0,115938803968121;11;-0,0135190286705439;13,2;-0,173333333333373;0,813168779286984;0,94320987654321;1,78787878787879;0,135906265262268;2;1
"Anse de Carteau 2";60036200;2009-06-08;0,55;37,4;19,1;NA;NA;NA;NA;NA;NA;1,7;1,16232053729898;0,593014029040659;0,518850317282568;0,402135308070199;18;258000;8300;1600;NA;NA;0,0321705426356589;18;100;5,55555555555556;0,65359477124183;0,136898257411085;3;0,0349999999999999;11,1111111111111;0,0693574937460304;0,80771289983377;0,829396325459318;3,1;0,106743675265296;3;1
"Anse de Carteau 2";60038665;2009-06-22;2,27;33;17,9;NA;NA;NA;NA;8,9;NA;NA;1,51040584935855;0,672048950454661;0,508710801393728;0,572327790082054;14;28400;300;NA;NA;NA;0,0105633802816901;14;53;3,78571428571429;0,582417582417582;0,175648383899038;5;0,172837308650765;7,57142857142857;0,0827378293881213;0,791266668871623;0,745945945945946;3,54716981132075;0,124202763583036;2;1
"Anse de Carteau 2";60039983;2009-07-06;0,28;32,5;21,9;NA;NA;NA;NA;7,12;NA;0,63;1,279466627018;0,610691301382603;0,577952755905512;0,498827247132962;13;57500;6000;NA;NA;NA;0,104347826086957;13;58;4,46153846153846;0,743589743589744;0,144407491677244;3;0,0271997621878716;8,92307692307692;-0,17929759704252;0,802092986064188;0,841683366733467;2,29310344827586;0,136163334428004;2;1
"Anse de Carteau 2";60040682;2009-07-20;0,69;33,1;19,5;NA;NA;NA;NA;6,8;NA;1,57;1,78760628766921;0,797349007829028;0,262363352420614;0,618469331076764;18;145300;2900;43800;NA;NA;0,0199587061252581;18;108;6;0,705882352941177;0,140478945507144;3;0,0292781207133059;12;0,219938666810139;0,805011873418783;0,876533742331288;2,56481481481481;0,113798642098937;3;1
"Anse de Carteau 2";60045169;2009-08-03;0,28;30,8;22;NA;NA;NA;NA;NA;NA;1,25;1,79372232580725;0,770500453713496;0,338781575037147;0,63310527940661;17;65900;1400;NA;NA;NA;0,0212443095599393;17;105;6,17647058823529;0,772058823529412;0,127381534771395;2;0,00666666666666671;12,3529411764706;-0,150795252704672;0,798658392335632;0,880712625871418;2,39047619047619;0,127815131004481;3;1
"Anse de Carteau 2";60045193;2009-08-17;0,55;34,8;24,6;NA;NA;NA;NA;NA;NA;NA;0,113465246922781;0,0347509446948769;0,982404051870934;0,0400482537472226;17;2284400;5900;NA;NA;NA;0,00258273507266678;17;90;5,29411764705882;0,661764705882353;0,112564975233487;3;-0,005;10,5882352941176;0,0483383685800592;0,816893037888068;0,834702258726899;3,16666666666667;0,105084664395621;3;1
"Anse de Carteau 2";60045201;2009-08-31;0,05;34,6;21,4;NA;NA;NA;NA;7;NA;1,57;1,2504120321517;0,585625089070125;0,593603744149766;0,404527615204108;22;381900;2500;NA;NA;NA;0,00654621628698612;22;150;6,81818181818182;0,649350649350649;0,122169336697387;4;0,0772444444444444;13,6363636363636;0,164230697847067;0,821447434366212;0,844632768361582;2,97333333333333;0,0932087397164066;3;1
"Anse de Carteau 2";60046672;2009-09-16;0,09;34;18,8;NA;NA;NA;NA;NA;NA;1,02;1,48124975076855;0,672540712553557;0,493808049535604;0,512477243358728;18;63100;1100;NA;NA;NA;0,01743264659271;18;97;5,38888888888889;0,633986928104575;0,119904405788764;4;0,0510149856520353;10,7777777777778;0,0620391240225942;0,828676112257222;0,797540208136235;2,93814432989691;0,0996814077707448;3;1
"Anse de Carteau 2";60047640;2009-09-28;1,9;32,8;21;NA;NA;NA;NA;NA;NA;0,913;1,25081693923265;0,667208194420867;0,44459219858156;0,461888386974346;15;901500;700;NA;NA;NA;0,000776483638380477;15;96;6,4;0,914285714285714;0,142958466765644;7;-0,0283745659722221;12,8;-0,172634056143895;0,79424682710616;0,94025974025974;1,80208333333333;0,147118929079934;3;1
"Anse de Carteau 2";60056600;2009-10-26;NA;35,2;18,8;NA;NA;NA;NA;NA;NA;0,754;0,581945141010414;0,21204277540939;0,886373530692207;0,188268246001652;22;34800;4600;407200;100;NA;0,132183908045977;22;145;6,59090909090909;0,627705627705628;0,102815755714853;6;0,0321759809750297;13,1818181818182;0,00061819410526918;0,837915923813711;0,763440860215054;3,0551724137931;0,0824135557956669;4;1
"Anse de Carteau 2";60058041;2009-11-09;0,44;34,7;15,4;NA;NA;NA;NA;NA;NA;0,865;2,1196806305474;0,828977385439397;0,278169014084507;0,70756677733178;20;23300;1300;3000;NA;NA;0,055793991416309;20;119;5,95;0,626315789473684;0,107737882659608;5;0,0797260080502789;11,9;-0,0622440622440634;0,838569067935546;0,745798319327731;3,04201680672269;0,0872020376341062;4;1
"Anse de Carteau 2";60065381;2009-11-23;0,46;31,9;15,2;NA;NA;NA;NA;NA;NA;0,346;0,727806564117376;0,301175965847692;0,830503241741278;0,24718004661228;19;646400;1300;NA;NA;NA;0,00201113861386139;19;121;6,36842105263158;0,707602339181287;0,136357855761184;5;0,0423468342326344;12,7368421052632;0,0257278617710565;0,799220719785574;0,844473007712082;2,65289256198347;0,117006040010901;3;1
"Anse de Carteau 2";60070940;2009-12-07;0,46;27,5;13,8;NA;NA;NA;NA;NA;NA;3,52;1,55718901123464;0,693196704712648;0,421686746987952;0,53875042439803;18;74200;100;NA;NA;NA;0,00134770889487871;18;111;6,16666666666667;0,725490196078431;0,105862171934596;5;0,0579092606119632;12,3333333333333;-0,0995213402473057;0,82396907769004;0,815555555555556;2,57657657657658;0,110596189092812;2;1
"Anse de Carteau 2";60071020;2009-12-21;0,92;33,3;9,5;NA;NA;NA;NA;NA;NA;0,947;1,96034677922586;0,77520994511671;0,366197183098592;0,634202476609795;22;41100;200;300;NA;NA;0,0048661800486618;22;168;7,63636363636364;0,727272727272727;0,118510544568181;6;0,0373441043083901;15,2727272727273;0,131476447676543;0,817798486417193;0,847141190198366;2,51190476190476;0,103701392102258;3;1
"Anse de Carteau 2";60075000;2010-01-04;0,24;30,6;9,4;NA;NA;NA;NA;NA;NA;2,55;1,56992642422387;0,647975688657975;0,564356435643564;0,594881515686036;14;9300;300;100;NA;NA;0,032258064516129;14;51;3,64285714285714;0,56043956043956;0,150312762491576;2;0,103613994617455;7,28571428571429;0,0595042556368535;0,830175314108289;0,782608695652174;3,23529411764706;0,108039510485224;3;1
"Anse de Carteau 2";60076221;2010-01-18;0,34;26,2;8,7;NA;NA;NA;NA;NA;NA;1,79;2,22966731359845;0,869135802469136;0,222222222222222;0,897284134914555;12;3700;400;300;NA;NA;0,108108108108108;12;42;3,5;0,636363636363636;0,114359721766938;4;0,0263605442176871;7;-0,104829210836279;0,8723088887917;0,7;2,69047619047619;0,114694056231387;4;1
"Anse de Carteau 2";60083453;2010-02-01;0,16;33;9,2;NA;NA;NA;NA;NA;NA;1,07;1,31906968054136;0,572902201944059;0,619718309859155;0,550094783331381;11;2200;300;4400;NA;NA;0,136363636363636;11;27;2,45454545454545;0,490909090909091;0,134445937592169;3;0,192729766803841;4,90909090909091;-0,125710675931776;0,878069987828831;0,594827586206897;4,03703703703704;0,122867584709751;3;1
"Anse de Carteau 2";60083540;2010-02-15;0,15;33,4;8,2;NA;NA;NA;NA;NA;NA;0,923;2,00247954482612;0,807605251244907;0,340425531914894;0,780709193731575;13;4500;100;NA;NA;NA;0,0222222222222222;13;42;3,23076923076923;0,538461538461538;0,109710966696741;3;0,140873015873016;6,46153846153846;-0,171467764060355;0,891199983312231;0,585365853658537;3,30952380952381;0,101410189920082;3;1
"Anse de Carteau 2";60084854;2010-03-01;0,23;25,8;11;NA;NA;NA;NA;NA;NA;0,93;1,06360358105151;0,386671901318372;0,779359430604982;0,367981585118202;18;25800;500;500;NA;NA;0,0193798449612403;18;97;5,38888888888889;0,633986928104575;0,105633954580445;4;0,104952704857052;10,7777777777778;-0,0758105171664492;0,869289544244623;0,724340175953079;2,83505154639175;0,0796152868872752;2;1
"Anse de Carteau 2";60086100;2010-03-15;NA;34,8;7,8;NA;NA;NA;NA;NA;NA;10,8;0,947562583816325;0,441283205109595;0,728915662650602;0,411521201409418;10;16300;300;NA;NA;NA;0,0184049079754601;10;28;2,8;0,622222222222222;0,130601327776435;4;0,0950255102040817;5,6;-0,0269687162891045;0,857637590524556;0,688888888888889;2,78571428571429;0,141914661899191;3;1
"Anse de Carteau 2";60089142;2010-03-29;0,68;38,3;13,3;NA;NA;NA;NA;NA;NA;5,32;1,47507887607635;0,600724698042482;0,610204081632653;0,520638122494696;17;43600;1500;3900;NA;NA;0,0344036697247706;17;83;4,88235294117647;0,610294117647059;0,14839622343872;4;0,0324430251124982;9,76470588235294;0,207282782980504;0,803465019033474;0,782608695652174;3,10843373493976;0,10733846572262;3;1
"Anse de Carteau 2";60089146;2010-04-12;1,04;34,4;13,2;NA;NA;NA;NA;NA;NA;0,671;1,72953974796761;0,760839859063431;0,384615384615385;0,598379687056762;18;66300;700;43000;NA;NA;0,0105580693815988;18;107;5,94444444444444;0,699346405228758;0,0946743163334708;6;0,107432963577605;11,8888888888889;-0,144834894373415;0,855640146139326;0,781876503608661;2,5607476635514;0,0902683343695881;2;1
"Anse de Carteau 2";60089914;2010-04-27;NA;27,6;17,6;NA;NA;NA;NA;NA;NA;0,777;0,730922604004487;0,503771751350203;0,519783595433497;0,243987959290286;20;4355500;6600;NA;NA;NA;0,00151532545057973;20;126;6,3;0,663157894736842;0,121350586801881;4;0,0373834719072814;12,6;0,039370916880663;0,828943458154865;0,821208384710234;2,82539682539683;0,0918138902901326;3;1
"Anse de Carteau 2";60092784;2010-05-10;0,54;31,3;15,5;NA;NA;NA;NA;NA;NA;1,12;1,23355265429039;0,564344320341501;0,629764065335753;0,426779929232449;18;40200;400;69400;NA;NA;0,00995024875621891;18;78;4,33333333333333;0,509803921568627;0,121119254868848;1;0,160502958579882;8,66666666666667;-0,0669651184480515;0,853233095617428;0,654545454545455;3,83333333333333;0,0810717103875826;3;1
"Anse de Carteau 2";60100384;2010-05-25;0,46;35,5;17,1;NA;NA;NA;NA;NA;NA;0,429;0,728897406136515;0,349338097778612;0,795399515738499;0,269159488195545;15;329500;900;NA;NA;NA;0,00273141122913505;15;72;4,8;0,685714285714286;0,163234234848603;3;0,0288387345679013;9,6;0,313694339793929;0,799174623945;0,865300146412884;2,69444444444444;0,119751689486975;3;1
"Anse de Carteau 2";60100885;2010-06-07;3,12;26;19,8;NA;NA;NA;NA;9,4;NA;1,94;1,58332707526769;0,744535601437243;0,344994617868676;0,584674196447043;15;221700;21700;128200;NA;NA;0,0978800180423996;15;78;5,2;0,742857142857143;0,1313035352418;2;0,00189020381328081;10,4;-0,180933937766827;0,782146843403468;0,887116564417178;2,69230769230769;0,139480324648106;2;1
"Anse de Carteau 2";60103101;2010-06-21;0,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,68225489064288;0,739753086419753;0,4;0,730594016160962;10;4000;200;200;NA;NA;0,05;9;20;2,22222222222222;0,555555555555556;0,179073670269725;1;0,0762499999999999;4,44444444444444;0,04191616766467;0,86177661935062;0,811764705882353;3,1;0,156063346964519;3;1
"Anse de Carteau 2";60139402;2010-07-05;0,85;33,7;23,8;NA;NA;NA;NA;7,7;NA;1,4;2,08693205070868;0,821248375085377;0,273712737127371;0,665583128843456;23;28800;7400;700;NA;NA;0,256944444444444;23;158;6,8695652173913;0,624505928853755;0,11313858295841;3;0,0646931581477327;13,7391304347826;0,158915809888156;0,832841589025176;0,809946714031972;3,18987341772152;0,0814693732397123;4;1
"Anse de Carteau 2";60140260;2010-07-19;1,41;34,95;20,95;NA;NA;NA;NA;6,98;NA;1,84;1,23933623072618;0,616199036667748;0,560226735947095;0,407070815235282;21;633200;1900;NA;NA;NA;0,00300063171193936;21;131;6,23809523809524;0,623809523809524;0,138209716243678;3;0,0694306858574675;12,4761904761905;0,1421129482028;0,815526722327566;0,824561403508772;3,22137404580153;0,0911338017791734;3;1
"Anse de Carteau 2";60145001;2010-08-02;1,51;35,9;18,4;NA;NA;NA;NA;7,32;NA;0,883;0,716365940606549;0,321201937227575;0,817639189050118;0,239128825673293;20;1937200;5700;500;NA;NA;0,00294239107990915;20;138;6,9;0,726315789473684;0,124797530776472;3;0,00525099768956103;13,8;0,17289929154336;0,817606542636726;0,892307692307692;2,57971014492754;0,103279473564584;3;1
"Anse de Carteau 2";60145575;2010-08-17;0,91;35,3;17,9;NA;NA;NA;NA;8,2;NA;0,686;1,01393232354304;0,476365422681138;0,70620734481638;0,357873622778943;17;613900;1400;NA;NA;NA;0,00228050171037628;17;101;5,94117647058824;0,742647058823529;0,127940047901956;3;0,0303891775316146;11,8823529411765;-0,219615615061986;0,807602327711454;0,845317725752508;2,36633663366337;0,120435729844332;2;1
"Anse de Carteau 2";60145583;2010-08-30;0,55;36,45;18,9;NA;NA;NA;NA;8,115;NA;1,09;1,5796781787326;0,729470389793908;0,426656151419558;0,527309530520411;20;124800;2000;NA;NA;NA;0,016025641025641;20;135;6,75;0,710526315789474;0,108254404245779;4;0,0101783264746227;13,5;0,146988376706392;0,818133034706854;0,84594447468699;2,80740740740741;0,1023262993331;3;1
"Anse de Carteau 2";60146442;2010-09-15;1,33;33,94;17,9;NA;NA;NA;NA;8,15;NA;1,76;1,17866444755949;0,606742994642925;0,521565836298932;0,393447858463394;20;698100;1200;2700;NA;NA;0,00171895143962183;20;137;6,85;0,721052631578947;0,103780002703051;4;0,0375086578933348;13,7;0,132049567748071;0,832332632955612;0,864836325237592;2,57664233576642;0,10019964941879;3;1
"Anse de Carteau 2";60147284;2010-09-27;1,33;35,8;16,1;NA;NA;NA;NA;7,76;NA;3,56;2,16298129717459;0,846781760180146;0,253424657534247;0,79872274756732;15;14500;NA;NA;NA;NA;NA;15;52;3,46666666666667;0,495238095238095;0,0995373145802577;3;0,23594674556213;6,93333333333333;-0,0995995995996003;0,842671479491439;0,664670658682635;3,92307692307692;0,100629796207465;3;1
"Anse de Carteau 2";60149202;2010-10-12;3,34;31,9;17,7;NA;NA;NA;NA;8,7;NA;0,87;0,590943259818708;0,242886406938615;0,866947907285396;0,191179276485403;22;2106300;3000;NA;NA;NA;0,00142429853297251;22;156;7,09090909090909;0,675324675324675;0,142752298084319;4;0,0410297501643654;14,1818181818182;0,117896522476671;0,814345790311438;0,83883751651255;2,87179487179487;0,100077128118747;3;1
"Anse de Carteau 2";60149827;2010-11-08;1,28;34,2;16,3;NA;NA;NA;NA;NA;NA;1,43;2,28868085336905;0,867845804988662;0,238095238095238;0,84513974387828;15;7900;200;1200;NA;NA;0,0253164556962025;15;59;3,93333333333333;0,561904761904762;0,167582413849561;4;0,152111462223499;7,86666666666667;-0,0108929989787815;0,804949376305966;0,719457013574661;3,22033898305085;0,11150926561929;3;1
"Anse de Carteau 2";60150767;2010-11-22;0,32;24,9;12,5;NA;NA;NA;NA;NA;NA;1,2;0,922834357870567;0,33966259135305;0,809917355371901;0,349683331057118;14;22400;400;900;NA;NA;0,0178571428571429;14;57;4,07142857142857;0,626373626373626;0,142246412911076;3;0,0894121268082488;8,14285714285714;0,0822811626133359;0,810313313108227;0,751693002257336;2,85964912280702;0,118713431242916;3;1
