"Dim 1";"Dim 2";"Dim 3";"Dim 4";"Dim 5";"cluster";"season";"Month";"Year";"Code_point_Libelle";"Date"
-0,244023387576282;-0,0715908489810934;-0,380955926093353;-0,305457447721427;0,00292724427368655;"1-Méditerranée";"Printemps";3;2007;"Anse de Carteau 2";2007-03-12
-0,21194960885292;-0,0688292486746123;-0,126778625915175;0,291592770580087;0,516773543751123;"1-Méditerranée";"Printemps";3;2007;"Anse de Carteau 2";2007-03-26
-0,222325913309127;-0,0845793879897758;-0,276886415937766;0,061402974724004;0,376499636673935;"1-Méditerranée";"Printemps";4;2007;"Anse de Carteau 2";2007-04-10
-0,210165016988801;-0,089382914498465;-0,194370581238251;0,30837305550785;0,574191215577979;"1-Méditerranée";"Printemps";4;2007;"Anse de Carteau 2";2007-04-23
-0,204183162354948;-0,0747463174479792;-0,130098581041541;0,39578287287251;0,35147998541674;"1-Méditerranée";"Printemps";5;2007;"Anse de Carteau 2";2007-05-09
-0,187172453550303;-0,0844751377701053;-0,0518920397969365;0,517962647000618;0,146807459225744;"1-Méditerranée";"Printemps";5;2007;"Anse de Carteau 2";2007-05-21
-0,191210113324001;-0,0713077126487565;-0,140785056481619;0,308306704611643;0,489553167278156;"1-Méditerranée";"Ete";6;2007;"Anse de Carteau 2";2007-06-04
-0,206475041521612;-0,0773309777962483;-0,051071976654543;0,47448446107405;0,165586001459684;"1-Méditerranée";"Ete";6;2007;"Anse de Carteau 2";2007-06-18
-0,2156750215849;-0,0735304324647363;-0,223231017177596;0,0686081240971761;0,259138764218029;"1-Méditerranée";"Ete";7;2007;"Anse de Carteau 2";2007-07-02
-0,223527421164143;-0,0709820310405729;-0,189225742272206;0,148251578933039;0,451728551633722;"1-Méditerranée";"Ete";7;2007;"Anse de Carteau 2";2007-07-16
-0,170789052092765;-0,0128359143545084;-0,494976507429618;-0,612674628559996;-0,247028257209088;"1-Méditerranée";"Ete";7;2007;"Anse de Carteau 2";2007-07-30
0,341199553694016;1,49890552882323;-0,111110597479163;0,169687471326122;0,559880913606981;"1-Méditerranée";"Ete";8;2007;"Anse de Carteau 2";2007-08-13
-0,138665955083442;-0,0644773776221787;-0,157840461866561;0,180074883770503;0,125390286815578;"1-Méditerranée";"Ete";8;2007;"Anse de Carteau 2";2007-08-27
-0,159274247773003;0,207773774984514;-0,203680488351485;-0,0414047525350529;1,05867119952278;"1-Méditerranée";"Automne";9;2007;"Anse de Carteau 2";2007-09-10
-0,163369357904865;0,391935673862677;-0,169398762804341;-0,218689388301225;1,89602538549117;"1-Méditerranée";"Automne";9;2007;"Anse de Carteau 2";2007-09-24
-0,206713419439972;0,0137027006660166;-0,14476839776931;0,282015094732259;0,26295060892885;"1-Méditerranée";"Automne";10;2007;"Anse de Carteau 2";2007-10-08
-0,199059101449366;0,140811360017965;-0,0828142982744543;0,340778054034838;0,396409969804007;"1-Méditerranée";"Automne";10;2007;"Anse de Carteau 2";2007-10-22
-0,20006935145283;1,92162440252391;-0,0678680499327703;0,259901593264888;0,190819734006497;"1-Méditerranée";"Automne";11;2007;"Anse de Carteau 2";2007-11-05
-0,204773353219862;-0,0555214326859105;-0,165306250815628;0,264922171635211;0,555807699106209;"1-Méditerranée";"Automne";11;2007;"Anse de Carteau 2";2007-11-19
-0,181306054332094;0,190640558640979;-0,247357672406618;-0,250849630494688;0,902429291216604;"1-Méditerranée";"Hiver";12;2007;"Anse de Carteau 2";2007-12-03
-0,0700872395844028;0,267684590743813;-0,0611666485620616;0,0478478057481886;0,929463368724211;"1-Méditerranée";"Hiver";12;2007;"Anse de Carteau 2";2007-12-19
-0,0690999009333615;0,301538672127186;-0,471376432347761;-0,628658339133541;-0,112702155386542;"1-Méditerranée";"Hiver";1;2008;"Anse de Carteau 2";2008-01-02
-0,0573316721901387;0,237388343366092;-0,11449950214328;0,0689931705510295;0,556091409259532;"1-Méditerranée";"Hiver";1;2008;"Anse de Carteau 2";2008-01-15
0,0898444694258956;0,109202398759699;-0,468106846277247;-0,0871979211718507;-0,30388129019698;"1-Méditerranée";"Hiver";1;2008;"Anse de Carteau 2";2008-01-28
-0,274682084656476;0,0608517250520459;-0,632883871449335;-1,03550463329532;-0,009830549685788;"1-Méditerranée";"Hiver";2;2008;"Anse de Carteau 2";2008-02-11
-0,213232381941986;-0,0840269093346848;-0,199844833241337;0,26384557359538;0,592897177305814;"1-Méditerranée";"Hiver";2;2008;"Anse de Carteau 2";2008-02-26
-0,2153256233021;0,12320333710345;-0,365479012225546;0,0955677325428687;0,0551774042828748;"1-Méditerranée";"Printemps";3;2008;"Anse de Carteau 2";2008-03-10
-0,227635259157627;-0,0165370512726903;-0,29968215239132;-0,0919532180830384;0,200646737141657;"1-Méditerranée";"Printemps";3;2008;"Anse de Carteau 2";2008-03-25
-0,210478959508646;-0,0605584890557259;-0,159697056162622;0,239081181665753;0,511593801597639;"1-Méditerranée";"Printemps";4;2008;"Anse de Carteau 2";2008-04-07
-0,205162720096081;-0,0594781042561829;-0,131067875928856;0,274060348710297;0,539188671908763;"1-Méditerranée";"Printemps";4;2008;"Anse de Carteau 2";2008-04-21
-0,202839390308125;0,0328882301407602;-0,145496323957784;0,154609745027126;0,859646483199028;"1-Méditerranée";"Printemps";5;2008;"Anse de Carteau 2";2008-05-05
-0,164143812245901;0,449693475079743;-0,18117345283286;-0,302462656698429;2,10992323986769;"1-Méditerranée";"Printemps";5;2008;"Anse de Carteau 2";2008-05-19
-0,215971810044333;-0,0684553444093552;-0,135733713151166;0,270440189468444;0,560565536451804;"1-Méditerranée";"Ete";6;2008;"Anse de Carteau 2";2008-06-02
-0,213445356738627;-0,0710310834777919;-0,120591126836911;0,31584969817369;0,486187634500859;"1-Méditerranée";"Ete";6;2008;"Anse de Carteau 2";2008-06-16
-0,0480697937463644;-0,0286130353808889;-0,0854488900381256;0,202390568917399;0,314161743933333;"1-Méditerranée";"Ete";6;2008;"Anse de Carteau 2";2008-06-30
-0,0264144228482426;-0,0429368490976043;-0,192845789970684;0,0547940492151349;0,142666162698188;"1-Méditerranée";"Ete";7;2008;"Anse de Carteau 2";2008-07-15
0,444729212629466;-0,0435296987758937;-0,0819984645213768;0,168675632468411;0,27027585775481;"1-Méditerranée";"Ete";7;2008;"Anse de Carteau 2";2008-07-28
-0,159377552367739;0,247634709762263;-0,192016129243688;-0,144753083123177;1,39417077401429;"1-Méditerranée";"Ete";8;2008;"Anse de Carteau 2";2008-08-11
-0,148929740368629;0,130351094754333;-0,098119954871576;0,275180965980889;0,154466441241216;"1-Méditerranée";"Ete";8;2008;"Anse de Carteau 2";2008-08-25
-0,279258982559114;-0,0836276616492497;-0,62321531612027;-0,905171412667091;-0,635040859684642;"1-Méditerranée";"Automne";9;2008;"Anse de Carteau 2";2008-09-08
-0,107535334980841;0,355441793797163;-0,208331143237249;-0,290488902269043;1,71761454276065;"1-Méditerranée";"Automne";9;2008;"Anse de Carteau 2";2008-09-22
0,432895115368434;3,07140567873285;-0,139689627703338;-0,261353553179893;0,91270328134335;"1-Méditerranée";"Automne";10;2008;"Anse de Carteau 2";2008-10-06
-0,195296779430846;0,681521656342714;-0,121752748990779;0,262122518966757;0,468884611710031;"1-Méditerranée";"Automne";10;2008;"Anse de Carteau 2";2008-10-20
-0,192212221655821;0,0413458790037221;-0,146449590120678;0,158045709753699;0,85344139338926;"1-Méditerranée";"Automne";11;2008;"Anse de Carteau 2";2008-11-03
-0,302180386587331;-0,0868628900108307;-0,865418304756063;-1,48767412383069;-1,08012936905069;"1-Méditerranée";"Automne";11;2008;"Anse de Carteau 2";2008-11-17
