"Dim 1";"Dim 2";"Dim 3";"Dim 4";"Dim 5";"name"
-0,19870178843099;-0,0570579279367349;-0,200886333292621;0,232579261048373;0,448688265288418;"Asterionellopsis"
-0,203261166442188;-0,0618718793764733;-0,118849947075411;0,232019348928592;0,475264220054811;"Chaetoceros"
-0,0026368761291422;-0,0881648102736454;-0,411951851677978;2,52869176052734;-2,17306501077496;"Nitzschia"
4,43701084000997;-0,00657831920589419;-0,0913788645925865;-0,271988010509326;-0,0153513600400679;"Prorocentrum"
-0,319302821766717;-0,087369525124908;-0,817787525700811;-1,4254897483028;-0,973632794474476;"Skeletonema"
-0,134552320162754;-0,0454181245235195;0,0782990482901127;0,513299907478829;-0,0997370069817611;"Thalassionema"
-0,192123437532182;-0,082129276790476;0,0517772014223833;0,635654278714094;-0,190789704469973;"Leptocylindrus"
-0,212140603231733;-0,0604823304799628;-0,105745022311807;-0,123141178223772;0,0456744540656929;"Dactyliosolen"
-0,198992269927808;-0,0849162475029288;-0,192993696741153;0,251230456049031;0,537355555164051;"Pseudo-nitzschia"
-0,212773936236892;16,8838212991553;0,201916412665617;0,074928905905988;-1,05497174960794;"Dictyocha"
-0,161599166712092;0,417867739957404;-0,163620779902489;-0,276909767477539;1,82571508869571;"Cryptophyceae.x"
-0,176344598117641;-0,108271005513663;2,79235462851254;-0,567128585391805;-0,536162181451596;"Cylindrotheca"
