"hubs$vector";"Phyto"
1;"Chaetoceros"
0,913940884702208;"Pseudo-nitzschia"
0,839837957783552;"Ciliophora.x"
0,839629760454655;"Protoperidinium"
0,809645510457498;"Cryptophyceae.x"
0,792100491435014;"Pleurosigma"
0,786153224282016;"Rhizosolenia"
0,768249298020153;"Thalassionema"
0,673255519889078;"Ditylum"
0,636460320754261;"Thalassiosira"
0,558107337003541;"Lauderia"
0,488841684807661;"Navicula"
0,411853049700454;"Scrippsiella"
0,409864879264306;"Paralia"
0,385018628788697;"Skeletonema"
0,356058344456941;"Dictyocha"
0,331372810518252;"Nitzschia"
0,153960383843806;"Cylindrotheca"
