"Dim 1";"Dim 2";"Dim 3";"Dim 4";"Dim 5";"name"
0,798095640813703;-0,0103020149423579;-0,758694453725186;4,22506033544147;0,231287892966452;"Asterionellopsis"
0,820288759799368;-0,107553542194282;-0,619576364028443;1,41701875557186;0,105618924781191;"Thalassiosira"
1,0038192915547;-0,157591687472516;-0,678307667104157;-0,632866088043555;-0,0944749105053996;"Chaetoceros"
0,587390437387637;-0,0615897711375754;0,535492196145081;0,13636544914816;-0,0445803965430536;"Guinardia"
0,155701674598215;0,00516960820760461;0,352310721072619;0,133416617096578;-0,0349219125472364;"Rhizosolenia"
1,02708010405287;-0,165077816845641;-0,806579881978034;0,245788350980257;0,0784096906651343;"Skeletonema"
0,948418815392837;-0,155510406532117;2,49402546999213;0,0113054795675837;-0,331631006080805;"Leptocylindrus"
0,787566537223755;-0,123283752075164;1,57724573599952;-0,0865332812532087;-0,276342291538674;"Cerataulina"
0,7765539248196;-0,125370876995904;1,42311538853562;-0,194036822151239;-0,319392862674024;"Dactyliosolen"
-1,01529044845426;0,0813099355139254;-0,0278214118112166;-0,0539212235000824;0,00367239136508396;"Phaeocystis"
-0,348090935571488;0,00784700802507586;0,0809431956249851;0,0507072497180557;0,00478814019163632;"Pseudo-nitzschia"
1,09173056747332;-0,188871756111179;1,55673795626946;-1,19772384663192;15,5887948588029;"Eucampia"
3,14691262094063;26,91688860983;0,0835009767634905;-0,499935366742339;-0,00406867697886007;"Protoctista"
0,706378233794238;-0,10061926292219;0,292812682130835;0,455619886945045;0,00790255708368575;"Cryptophyceae.x"
