"hubs$vector";"Phyto"
1;"Leptocylindrus"
0,912996980841557;"Pseudo-nitzschia"
0,887317922230709;"Protoperidinium"
0,845244925181481;"Prorocentrum"
0,812470482266262;"Dactyliosolen"
0,779344574417506;"Guinardia"
0,756547931458322;"Chaetoceros"
0,756453053738124;"Rhizosolenia"
0,733168095852933;"Gyrodinium"
0,647232282714523;"Scrippsiella"
0,455862866319649;"Pleurosigma"
0,405620360557247;"Ciliophora.x"
0,343696767739757;"Dictyocha"
0,332579592940433;"Naviculaceae"
0,286644846748443;"Thalassionema"
0,228037331698723;"Cylindrotheca"
0,183370968340532;"Navicula"
0,158447792477319;"Pennées"
0,103745603175871;"Thalassiosira"
0,103185667100958;"Nitzschia"
0,0994831682741308;"Ditylum"
0,0960304944377833;"Centriques"
0,0855222382350597;"Paralia"
0,0756475264313503;"Skeletonema"
