"Dim 1";"Dim 2";"Dim 3";"Dim 4";"Dim 5";"name"
0,185612914719891;-0,285584673886271;-0,00725339509760298;-0,164692503293846;-0,114456966857293;"Asterionellopsis"
-0,203484443216657;-0,96550608690121;0,500613317415534;-0,936555572036414;0,328623471401598;"Thalassiosira"
-0,0797971709680799;0,0511039205606811;-0,203350078900967;0,220812648665258;-0,0956116264056454;"Chaetoceros"
0,341923167799586;0,00632169157828078;-0,201789962647168;0,216118757008083;-0,284325648979472;"Guinardia"
-0,863682941432354;-3,9837711139262;16,2040294342697;12,0287874435603;-0,561653066815035;"Plagiogramma"
-0,272959564432228;-1,20285323508933;0,598670646483478;-1,28677478742426;0,47983644716589;"Skeletonema"
-0,149279947785161;0,379613430325185;-0,453214970906976;0,620397758160605;-0,334289493580939;"Leptocylindrus"
-0,0250243730787885;0,282633191294376;-0,468302657367292;0,608533334380259;-0,564178510666018;"Cerataulina"
0,159977278457584;0,0359352612133179;-0,240165736646424;0,287266990774314;-0,312809683398235;"Dactyliosolen"
7,27131433708041;0,778572600637608;0,923009766859682;-0,515671657889598;0,764099840918702;"Phaeocystis"
0,0391308026956684;0,327211645989589;-0,0998054706602646;0,156034003010962;-0,367458130069753;"Pseudo-nitzschia"
-0,209284259903146;-0,192846468938404;-0,0764907416276415;-0,0875951127489431;0,0896165356401908;"Cryptophyceae.x"
-0,246166124505876;-1,07409648265032;0,541593590187823;-1,11211129653719;0,398175978698337;"Brockmanniella"
-0,898531741855078;2,50877376018167;0,116730963891396;0,796601885586046;5,6782090290851;"Lepidodinium"
-0,0633184586986733;0,790034937329866;-0,276482841329774;0,49917193896643;-0,685923397616124;"Chaetocerotaceae"
-1,6952322523976;7,96426700450347;5,42979267087894;-5,03936711624348;-3,087617408717;"Phytoflagellés"
0,0427209972835667;-0,146550879018498;-0,139762317674448;0,0404633260743481;-0,187833717165306;"Cryptomonadales"
