"year";"month";"date";"site";"sampling_effort";"sampling_na"
2001;6;"2001-F";"At so";2;1
2001;6;"2001-F";"Auger";2;1
2001;6;"2001-F";"BIN - Biguglia nord";0;0
2001;6;"2001-F";"BIS - Biguglia sud";0;0
2001;7;"2001-G";"18A - Carry";0;0
2001;7;"2001-G";"21E - ile embiez";0;0
2001;7;"2001-G";"22B - Toulon gde rade";0;0
2001;7;"2001-G";"27B - Frejus est";0;0
2001;7;"2001-G";"Agde";0;0
2001;7;"2001-G";"Anse Moulinet";0;0
2001;7;"2001-G";"Anse de Carteau 2";0;0
2001;7;"2001-G";"Antifer ponton pétrolier";0;0
2001;7;"2001-G";"Antifer ponton pêche";0;0
2001;7;"2001-G";"Antoine";3;1
2001;7;"2001-G";"Arcachon - Bouée 7";0;0
2001;7;"2001-G";"At so";2;1
2001;7;"2001-G";"Auger";3;1
2001;7;"2001-G";"BIN - Biguglia nord";0;0
2001;7;"2001-G";"BIS - Biguglia sud";0;0
2001;8;"2001-H";"18A - Carry";0;0
2001;8;"2001-H";"21E - ile embiez";0;0
2001;8;"2001-H";"22B - Toulon gde rade";0;0
2001;8;"2001-H";"27B - Frejus est";0;0
2001;8;"2001-H";"Agde";0;0
2001;8;"2001-H";"Anse Moulinet";0;0
2001;8;"2001-H";"Anse de Carteau 2";0;0
2001;8;"2001-H";"Antifer ponton pétrolier";0;0
2001;8;"2001-H";"Antifer ponton pêche";0;0
2001;8;"2001-H";"Antoine";2;1
2001;8;"2001-H";"Arcachon - Bouée 7";0;0
2001;8;"2001-H";"At so";2;1
2001;8;"2001-H";"Auger";2;1
2001;8;"2001-H";"BIN - Biguglia nord";0;0
2001;8;"2001-H";"BIS - Biguglia sud";0;0
2001;9;"2001-I";"18A - Carry";0;0
2001;9;"2001-I";"21E - ile embiez";0;0
2001;9;"2001-I";"22B - Toulon gde rade";0;0
2001;9;"2001-I";"27B - Frejus est";0;0
2001;9;"2001-I";"Agde";0;0
2001;9;"2001-I";"Anse Moulinet";0;0
2001;9;"2001-I";"Anse de Carteau 2";0;0
2001;9;"2001-I";"Antifer ponton pétrolier";0;0
2001;9;"2001-I";"Antifer ponton pêche";0;0
2001;9;"2001-I";"Antoine";2;1
2001;9;"2001-I";"Arcachon - Bouée 7";0;0
2001;9;"2001-I";"At so";1;1
2001;9;"2001-I";"Auger";2;1
2001;9;"2001-I";"BIN - Biguglia nord";0;0
2001;9;"2001-I";"BIS - Biguglia sud";0;0
2001;10;"2001-J";"18A - Carry";0;0
2001;10;"2001-J";"21E - ile embiez";0;0
2001;10;"2001-J";"22B - Toulon gde rade";0;0
2001;10;"2001-J";"27B - Frejus est";0;0
2001;10;"2001-J";"Agde";0;0
2001;10;"2001-J";"Anse Moulinet";0;0
2001;10;"2001-J";"Anse de Carteau 2";0;0
2001;10;"2001-J";"Antifer ponton pétrolier";0;0
2001;10;"2001-J";"Antifer ponton pêche";0;0
2001;10;"2001-J";"Antoine";2;1
2001;10;"2001-J";"Arcachon - Bouée 7";0;0
2001;10;"2001-J";"At so";1;1
2001;10;"2001-J";"Auger";2;1
2001;10;"2001-J";"BIN - Biguglia nord";0;0
2001;10;"2001-J";"BIS - Biguglia sud";0;0
2001;11;"2001-K";"18A - Carry";0;0
2001;11;"2001-K";"21E - ile embiez";0;0
2001;11;"2001-K";"22B - Toulon gde rade";0;0
2001;11;"2001-K";"27B - Frejus est";0;0
2001;11;"2001-K";"Agde";0;0
2001;11;"2001-K";"Anse Moulinet";0;0
2001;11;"2001-K";"Anse de Carteau 2";0;0
2001;11;"2001-K";"Antifer ponton pétrolier";0;0
2001;11;"2001-K";"Antifer ponton pêche";0;0
2001;11;"2001-K";"Antoine";2;1
2001;11;"2001-K";"Arcachon - Bouée 7";0;0
2001;11;"2001-K";"At so";1;1
2001;11;"2001-K";"Auger";2;1
2001;11;"2001-K";"BIN - Biguglia nord";0;0
2001;11;"2001-K";"BIS - Biguglia sud";0;0
2001;12;"2001-L";"18A - Carry";0;0
2001;12;"2001-L";"21E - ile embiez";0;0
2001;12;"2001-L";"22B - Toulon gde rade";0;0
2001;12;"2001-L";"27B - Frejus est";0;0
2001;12;"2001-L";"Agde";0;0
2001;12;"2001-L";"Anse Moulinet";0;0
2001;12;"2001-L";"Anse de Carteau 2";0;0
2001;12;"2001-L";"Antifer ponton pétrolier";0;0
2001;12;"2001-L";"Antifer ponton pêche";0;0
2001;12;"2001-L";"Antoine";2;1
2001;12;"2001-L";"Arcachon - Bouée 7";0;0
2001;12;"2001-L";"At so";1;1
2001;12;"2001-L";"Auger";2;1
2001;12;"2001-L";"BIN - Biguglia nord";0;0
2001;12;"2001-L";"BIS - Biguglia sud";0;0
2002;1;"2002-A";"18A - Carry";0;0
2002;1;"2002-A";"21E - ile embiez";0;0
2002;1;"2002-A";"22B - Toulon gde rade";0;0
2002;1;"2002-A";"27B - Frejus est";0;0
2002;1;"2002-A";"Agde";0;0
2002;1;"2002-A";"Anse Moulinet";0;0
2002;1;"2002-A";"Anse de Carteau 2";0;0
2002;1;"2002-A";"Antifer ponton pétrolier";0;0
2002;1;"2002-A";"Antifer ponton pêche";0;0
2002;1;"2002-A";"Antoine";3;1
2002;1;"2002-A";"Arcachon - Bouée 7";0;0
2002;1;"2002-A";"At so";1;1
2002;1;"2002-A";"Auger";3;1
2002;1;"2002-A";"BIN - Biguglia nord";0;0
2002;1;"2002-A";"BIS - Biguglia sud";0;0
2002;2;"2002-B";"18A - Carry";0;0
2002;2;"2002-B";"21E - ile embiez";0;0
2002;2;"2002-B";"22B - Toulon gde rade";0;0
2002;2;"2002-B";"27B - Frejus est";0;0
2002;2;"2002-B";"Agde";0;0
2002;2;"2002-B";"Anse Moulinet";0;0
2002;2;"2002-B";"Anse de Carteau 2";0;0
2002;2;"2002-B";"Antifer ponton pétrolier";0;0
2002;2;"2002-B";"Antifer ponton pêche";0;0
2002;2;"2002-B";"Antoine";2;1
2002;2;"2002-B";"Arcachon - Bouée 7";0;0
2002;2;"2002-B";"At so";0;0
2002;2;"2002-B";"Auger";1;1
2002;2;"2002-B";"BIN - Biguglia nord";0;0
2002;2;"2002-B";"BIS - Biguglia sud";0;0
2002;3;"2002-C";"18A - Carry";0;0
2002;3;"2002-C";"21E - ile embiez";0;0
2002;3;"2002-C";"22B - Toulon gde rade";0;0
2002;3;"2002-C";"27B - Frejus est";0;0
2002;3;"2002-C";"Agde";0;0
2002;3;"2002-C";"Anse Moulinet";0;0
2002;3;"2002-C";"Anse de Carteau 2";0;0
2002;3;"2002-C";"Antifer ponton pétrolier";0;0
2002;3;"2002-C";"Antifer ponton pêche";0;0
2002;3;"2002-C";"Antoine";2;1
2002;3;"2002-C";"Arcachon - Bouée 7";0;0
2002;3;"2002-C";"At so";0;0
2002;3;"2002-C";"Auger";1;1
2002;3;"2002-C";"BIN - Biguglia nord";0;0
2002;3;"2002-C";"BIS - Biguglia sud";0;0
2002;4;"2002-D";"18A - Carry";0;0
2002;4;"2002-D";"21E - ile embiez";0;0
2002;4;"2002-D";"22B - Toulon gde rade";0;0
2002;4;"2002-D";"27B - Frejus est";0;0
2002;4;"2002-D";"Agde";0;0
2002;4;"2002-D";"Anse Moulinet";0;0
2002;4;"2002-D";"Anse de Carteau 2";0;0
2002;4;"2002-D";"Antifer ponton pétrolier";1;1
2002;4;"2002-D";"Antifer ponton pêche";0;0
2002;4;"2002-D";"Antoine";2;1
2002;4;"2002-D";"Arcachon - Bouée 7";0;0
2002;4;"2002-D";"At so";2;1
2002;4;"2002-D";"Auger";3;1
2002;4;"2002-D";"BIN - Biguglia nord";0;0
2002;4;"2002-D";"BIS - Biguglia sud";0;0
2002;5;"2002-E";"18A - Carry";0;0
2002;5;"2002-E";"21E - ile embiez";0;0
2002;5;"2002-E";"22B - Toulon gde rade";0;0
2002;5;"2002-E";"27B - Frejus est";0;0
2002;5;"2002-E";"Agde";0;0
2002;5;"2002-E";"Anse Moulinet";0;0
2002;5;"2002-E";"Anse de Carteau 2";0;0
2002;5;"2002-E";"Antifer ponton pétrolier";1;1
2002;5;"2002-E";"Antifer ponton pêche";0;0
2002;5;"2002-E";"Antoine";2;1
2002;5;"2002-E";"Arcachon - Bouée 7";0;0
2002;5;"2002-E";"At so";0;0
2002;5;"2002-E";"Auger";2;1
2002;5;"2002-E";"BIN - Biguglia nord";0;0
2002;5;"2002-E";"BIS - Biguglia sud";0;0
2002;6;"2002-F";"18A - Carry";0;0
2002;6;"2002-F";"21E - ile embiez";0;0
2002;6;"2002-F";"22B - Toulon gde rade";0;0
2002;6;"2002-F";"27B - Frejus est";0;0
2002;6;"2002-F";"Agde";0;0
2002;6;"2002-F";"Anse Moulinet";0;0
2002;6;"2002-F";"Anse de Carteau 2";0;0
2002;6;"2002-F";"Antifer ponton pétrolier";1;1
2002;6;"2002-F";"Antifer ponton pêche";0;0
2002;6;"2002-F";"Antoine";2;1
2002;6;"2002-F";"Arcachon - Bouée 7";0;0
2002;6;"2002-F";"At so";1;1
2002;6;"2002-F";"Auger";2;1
2002;6;"2002-F";"BIN - Biguglia nord";0;0
2002;6;"2002-F";"BIS - Biguglia sud";0;0
2002;7;"2002-G";"18A - Carry";0;0
2002;7;"2002-G";"21E - ile embiez";0;0
2002;7;"2002-G";"22B - Toulon gde rade";0;0
2002;7;"2002-G";"27B - Frejus est";0;0
2002;7;"2002-G";"Agde";0;0
2002;7;"2002-G";"Anse Moulinet";0;0
2002;7;"2002-G";"Anse de Carteau 2";0;0
2002;7;"2002-G";"Antifer ponton pétrolier";2;1
2002;7;"2002-G";"Antifer ponton pêche";0;0
2002;7;"2002-G";"Antoine";3;1
2002;7;"2002-G";"Arcachon - Bouée 7";0;0
2002;7;"2002-G";"At so";1;1
2002;7;"2002-G";"Auger";3;1
2002;7;"2002-G";"BIN - Biguglia nord";0;0
2002;7;"2002-G";"BIS - Biguglia sud";0;0
2002;8;"2002-H";"18A - Carry";0;0
2002;8;"2002-H";"21E - ile embiez";0;0
2002;8;"2002-H";"22B - Toulon gde rade";0;0
2002;8;"2002-H";"27B - Frejus est";0;0
2002;8;"2002-H";"Agde";0;0
2002;8;"2002-H";"Anse Moulinet";0;0
2002;8;"2002-H";"Anse de Carteau 2";0;0
2002;8;"2002-H";"Antifer ponton pétrolier";0;0
2002;8;"2002-H";"Antifer ponton pêche";0;0
2002;8;"2002-H";"Antoine";2;1
2002;8;"2002-H";"Arcachon - Bouée 7";0;0
2002;8;"2002-H";"At so";1;1
2002;8;"2002-H";"Auger";1;1
2002;8;"2002-H";"BIN - Biguglia nord";0;0
2002;8;"2002-H";"BIS - Biguglia sud";0;0
2002;9;"2002-I";"18A - Carry";0;0
2002;9;"2002-I";"21E - ile embiez";0;0
2002;9;"2002-I";"22B - Toulon gde rade";0;0
2002;9;"2002-I";"27B - Frejus est";0;0
2002;9;"2002-I";"Agde";0;0
2002;9;"2002-I";"Anse Moulinet";0;0
2002;9;"2002-I";"Anse de Carteau 2";0;0
2002;9;"2002-I";"Antifer ponton pétrolier";1;1
2002;9;"2002-I";"Antifer ponton pêche";0;0
2002;9;"2002-I";"Antoine";2;1
2002;9;"2002-I";"Arcachon - Bouée 7";0;0
2002;9;"2002-I";"At so";1;1
2002;9;"2002-I";"Auger";2;1
2002;9;"2002-I";"BIN - Biguglia nord";0;0
2002;9;"2002-I";"BIS - Biguglia sud";0;0
2002;10;"2002-J";"18A - Carry";0;0
2002;10;"2002-J";"21E - ile embiez";0;0
2002;10;"2002-J";"22B - Toulon gde rade";0;0
2002;10;"2002-J";"27B - Frejus est";0;0
2002;10;"2002-J";"Agde";0;0
2002;10;"2002-J";"Anse Moulinet";0;0
2002;10;"2002-J";"Anse de Carteau 2";0;0
2002;10;"2002-J";"Antifer ponton pétrolier";1;1
2002;10;"2002-J";"Antifer ponton pêche";0;0
2002;10;"2002-J";"Antoine";2;1
2002;10;"2002-J";"Arcachon - Bouée 7";0;0
2002;10;"2002-J";"At so";2;1
2002;10;"2002-J";"Auger";2;1
2002;10;"2002-J";"BIN - Biguglia nord";0;0
2002;10;"2002-J";"BIS - Biguglia sud";0;0
2002;11;"2002-K";"18A - Carry";0;0
2002;11;"2002-K";"21E - ile embiez";0;0
2002;11;"2002-K";"22B - Toulon gde rade";0;0
2002;11;"2002-K";"27B - Frejus est";0;0
2002;11;"2002-K";"Agde";0;0
2002;11;"2002-K";"Anse Moulinet";0;0
2002;11;"2002-K";"Anse de Carteau 2";0;0
2002;11;"2002-K";"Antifer ponton pétrolier";1;1
2002;11;"2002-K";"Antifer ponton pêche";0;0
2002;11;"2002-K";"Antoine";2;1
2002;11;"2002-K";"Arcachon - Bouée 7";0;0
2002;11;"2002-K";"At so";1;1
2002;11;"2002-K";"Auger";2;1
2002;11;"2002-K";"BIN - Biguglia nord";0;0
2002;11;"2002-K";"BIS - Biguglia sud";0;0
2002;12;"2002-L";"18A - Carry";0;0
2002;12;"2002-L";"21E - ile embiez";0;0
2002;12;"2002-L";"22B - Toulon gde rade";0;0
2002;12;"2002-L";"27B - Frejus est";0;0
2002;12;"2002-L";"Agde";0;0
2002;12;"2002-L";"Anse Moulinet";0;0
2002;12;"2002-L";"Anse de Carteau 2";0;0
2002;12;"2002-L";"Antifer ponton pétrolier";0;0
2002;12;"2002-L";"Antifer ponton pêche";0;0
2002;12;"2002-L";"Antoine";3;1
2002;12;"2002-L";"Arcachon - Bouée 7";0;0
2002;12;"2002-L";"At so";0;0
2002;12;"2002-L";"Auger";2;1
2002;12;"2002-L";"BIN - Biguglia nord";0;0
2002;12;"2002-L";"BIS - Biguglia sud";0;0
2003;1;"2003-A";"18A - Carry";0;0
2003;1;"2003-A";"21E - ile embiez";0;0
2003;1;"2003-A";"22B - Toulon gde rade";0;0
2003;1;"2003-A";"27B - Frejus est";0;0
2003;1;"2003-A";"Agde";0;0
2003;1;"2003-A";"Anse Moulinet";0;0
2003;1;"2003-A";"Anse de Carteau 2";0;0
2003;1;"2003-A";"Antifer ponton pétrolier";1;1
2003;1;"2003-A";"Antifer ponton pêche";0;0
2003;1;"2003-A";"Antoine";2;1
2003;1;"2003-A";"Arcachon - Bouée 7";0;0
2003;1;"2003-A";"At so";0;0
2003;1;"2003-A";"Auger";2;1
2003;1;"2003-A";"BIN - Biguglia nord";0;0
2003;1;"2003-A";"BIS - Biguglia sud";0;0
2003;2;"2003-B";"18A - Carry";0;0
2003;2;"2003-B";"21E - ile embiez";0;0
2003;2;"2003-B";"22B - Toulon gde rade";0;0
2003;2;"2003-B";"27B - Frejus est";0;0
2003;2;"2003-B";"Agde";0;0
2003;2;"2003-B";"Anse Moulinet";0;0
2003;2;"2003-B";"Anse de Carteau 2";2;1
2003;2;"2003-B";"Antifer ponton pétrolier";1;1
2003;2;"2003-B";"Antifer ponton pêche";0;0
2003;2;"2003-B";"Antoine";0;0
2003;2;"2003-B";"Arcachon - Bouée 7";2;1
2003;2;"2003-B";"At so";0;0
2003;2;"2003-B";"Auger";2;1
2003;2;"2003-B";"BIN - Biguglia nord";0;0
2003;2;"2003-B";"BIS - Biguglia sud";0;0
2003;3;"2003-C";"18A - Carry";0;0
2003;3;"2003-C";"21E - ile embiez";0;0
2003;3;"2003-C";"22B - Toulon gde rade";0;0
2003;3;"2003-C";"27B - Frejus est";0;0
2003;3;"2003-C";"Agde";0;0
2003;3;"2003-C";"Anse Moulinet";0;0
2003;3;"2003-C";"Anse de Carteau 2";2;1
2003;3;"2003-C";"Antifer ponton pétrolier";1;1
2003;3;"2003-C";"Antifer ponton pêche";0;0
2003;3;"2003-C";"Antoine";0;0
2003;3;"2003-C";"Arcachon - Bouée 7";1;1
2003;3;"2003-C";"At so";2;1
2003;3;"2003-C";"Auger";3;1
2003;3;"2003-C";"BIN - Biguglia nord";0;0
2003;3;"2003-C";"BIS - Biguglia sud";0;0
2003;4;"2003-D";"18A - Carry";0;0
2003;4;"2003-D";"21E - ile embiez";0;0
2003;4;"2003-D";"22B - Toulon gde rade";0;0
2003;4;"2003-D";"27B - Frejus est";0;0
2003;4;"2003-D";"Agde";0;0
2003;4;"2003-D";"Anse Moulinet";0;0
2003;4;"2003-D";"Anse de Carteau 2";2;1
2003;4;"2003-D";"Antifer ponton pétrolier";1;1
2003;4;"2003-D";"Antifer ponton pêche";0;0
2003;4;"2003-D";"Antoine";0;0
2003;4;"2003-D";"Arcachon - Bouée 7";2;1
2003;4;"2003-D";"At so";2;1
2003;4;"2003-D";"Auger";2;1
2003;4;"2003-D";"BIN - Biguglia nord";0;0
2003;4;"2003-D";"BIS - Biguglia sud";0;0
2003;5;"2003-E";"18A - Carry";0;0
2003;5;"2003-E";"21E - ile embiez";0;0
2003;5;"2003-E";"22B - Toulon gde rade";0;0
2003;5;"2003-E";"27B - Frejus est";0;0
2003;5;"2003-E";"Agde";0;0
2003;5;"2003-E";"Anse Moulinet";0;0
2003;5;"2003-E";"Anse de Carteau 2";2;1
2003;5;"2003-E";"Antifer ponton pétrolier";1;1
2003;5;"2003-E";"Antifer ponton pêche";0;0
2003;5;"2003-E";"Antoine";0;0
2003;5;"2003-E";"Arcachon - Bouée 7";2;1
2003;5;"2003-E";"At so";2;1
2003;5;"2003-E";"Auger";2;1
2003;5;"2003-E";"BIN - Biguglia nord";0;0
2003;5;"2003-E";"BIS - Biguglia sud";0;0
2003;6;"2003-F";"18A - Carry";0;0
2003;6;"2003-F";"21E - ile embiez";0;0
2003;6;"2003-F";"22B - Toulon gde rade";0;0
2003;6;"2003-F";"27B - Frejus est";0;0
2003;6;"2003-F";"Agde";0;0
2003;6;"2003-F";"Anse Moulinet";0;0
2003;6;"2003-F";"Anse de Carteau 2";3;1
2003;6;"2003-F";"Antifer ponton pétrolier";2;1
2003;6;"2003-F";"Antifer ponton pêche";0;0
2003;6;"2003-F";"Antoine";0;0
2003;6;"2003-F";"Arcachon - Bouée 7";2;1
2003;6;"2003-F";"At so";2;1
2003;6;"2003-F";"Auger";2;1
2003;6;"2003-F";"BIN - Biguglia nord";0;0
2003;6;"2003-F";"BIS - Biguglia sud";0;0
2003;7;"2003-G";"18A - Carry";0;0
2003;7;"2003-G";"21E - ile embiez";0;0
2003;7;"2003-G";"22B - Toulon gde rade";0;0
2003;7;"2003-G";"27B - Frejus est";0;0
2003;7;"2003-G";"Agde";0;0
2003;7;"2003-G";"Anse Moulinet";0;0
2003;7;"2003-G";"Anse de Carteau 2";2;1
2003;7;"2003-G";"Antifer ponton pétrolier";1;1
2003;7;"2003-G";"Antifer ponton pêche";0;0
2003;7;"2003-G";"Antoine";0;0
2003;7;"2003-G";"Arcachon - Bouée 7";2;1
2003;7;"2003-G";"At so";1;1
2003;7;"2003-G";"Auger";2;1
2003;7;"2003-G";"BIN - Biguglia nord";0;0
2003;7;"2003-G";"BIS - Biguglia sud";0;0
2003;8;"2003-H";"18A - Carry";0;0
2003;8;"2003-H";"21E - ile embiez";0;0
2003;8;"2003-H";"22B - Toulon gde rade";0;0
2003;8;"2003-H";"27B - Frejus est";0;0
2003;8;"2003-H";"Agde";0;0
2003;8;"2003-H";"Anse Moulinet";0;0
2003;8;"2003-H";"Anse de Carteau 2";2;1
2003;8;"2003-H";"Antifer ponton pétrolier";1;1
2003;8;"2003-H";"Antifer ponton pêche";0;0
2003;8;"2003-H";"Antoine";0;0
2003;8;"2003-H";"Arcachon - Bouée 7";2;1
2003;8;"2003-H";"At so";2;1
2003;8;"2003-H";"Auger";2;1
2003;8;"2003-H";"BIN - Biguglia nord";0;0
2003;8;"2003-H";"BIS - Biguglia sud";0;0
2003;9;"2003-I";"18A - Carry";0;0
2003;9;"2003-I";"21E - ile embiez";0;0
2003;9;"2003-I";"22B - Toulon gde rade";0;0
2003;9;"2003-I";"27B - Frejus est";0;0
2003;9;"2003-I";"Agde";0;0
2003;9;"2003-I";"Anse Moulinet";0;0
2003;9;"2003-I";"Anse de Carteau 2";2;1
2003;9;"2003-I";"Antifer ponton pétrolier";1;1
2003;9;"2003-I";"Antifer ponton pêche";0;0
2003;9;"2003-I";"Antoine";0;0
2003;9;"2003-I";"Arcachon - Bouée 7";3;1
2003;9;"2003-I";"At so";2;1
2003;9;"2003-I";"Auger";3;1
2003;9;"2003-I";"BIN - Biguglia nord";0;0
2003;9;"2003-I";"BIS - Biguglia sud";0;0
2003;10;"2003-J";"18A - Carry";0;0
2003;10;"2003-J";"21E - ile embiez";0;0
2003;10;"2003-J";"22B - Toulon gde rade";0;0
2003;10;"2003-J";"27B - Frejus est";0;0
2003;10;"2003-J";"Agde";0;0
2003;10;"2003-J";"Anse Moulinet";0;0
2003;10;"2003-J";"Anse de Carteau 2";2;1
2003;10;"2003-J";"Antifer ponton pétrolier";1;1
2003;10;"2003-J";"Antifer ponton pêche";0;0
2003;10;"2003-J";"Antoine";0;0
2003;10;"2003-J";"Arcachon - Bouée 7";1;1
2003;10;"2003-J";"At so";1;1
2003;10;"2003-J";"Auger";2;1
2003;10;"2003-J";"BIN - Biguglia nord";0;0
2003;10;"2003-J";"BIS - Biguglia sud";0;0
2003;11;"2003-K";"18A - Carry";0;0
2003;11;"2003-K";"21E - ile embiez";0;0
2003;11;"2003-K";"22B - Toulon gde rade";0;0
2003;11;"2003-K";"27B - Frejus est";0;0
2003;11;"2003-K";"Agde";0;0
2003;11;"2003-K";"Anse Moulinet";0;0
2003;11;"2003-K";"Anse de Carteau 2";2;1
2003;11;"2003-K";"Antifer ponton pétrolier";1;1
2003;11;"2003-K";"Antifer ponton pêche";0;0
2003;11;"2003-K";"Antoine";0;0
2003;11;"2003-K";"Arcachon - Bouée 7";2;1
2003;11;"2003-K";"At so";0;0
2003;11;"2003-K";"Auger";2;1
2003;11;"2003-K";"BIN - Biguglia nord";0;0
2003;11;"2003-K";"BIS - Biguglia sud";0;0
2003;12;"2003-L";"18A - Carry";0;0
2003;12;"2003-L";"21E - ile embiez";0;0
2003;12;"2003-L";"22B - Toulon gde rade";0;0
2003;12;"2003-L";"27B - Frejus est";0;0
2003;12;"2003-L";"Agde";0;0
2003;12;"2003-L";"Anse Moulinet";0;0
2003;12;"2003-L";"Anse de Carteau 2";3;1
2003;12;"2003-L";"Antifer ponton pétrolier";1;1
2003;12;"2003-L";"Antifer ponton pêche";0;0
2003;12;"2003-L";"Antoine";0;0
2003;12;"2003-L";"Arcachon - Bouée 7";3;1
2003;12;"2003-L";"At so";1;1
2003;12;"2003-L";"Auger";3;1
2003;12;"2003-L";"BIN - Biguglia nord";0;0
2003;12;"2003-L";"BIS - Biguglia sud";0;0
2004;1;"2004-A";"18A - Carry";0;0
2004;1;"2004-A";"21E - ile embiez";0;0
2004;1;"2004-A";"22B - Toulon gde rade";0;0
2004;1;"2004-A";"27B - Frejus est";0;0
2004;1;"2004-A";"Agde";0;0
2004;1;"2004-A";"Anse Moulinet";0;0
2004;1;"2004-A";"Anse de Carteau 2";2;1
2004;1;"2004-A";"Antifer ponton pétrolier";2;1
2004;1;"2004-A";"Antifer ponton pêche";0;0
2004;1;"2004-A";"Antoine";0;0
2004;1;"2004-A";"Arcachon - Bouée 7";2;1
2004;1;"2004-A";"At so";1;1
2004;1;"2004-A";"Auger";2;1
2004;1;"2004-A";"BIN - Biguglia nord";0;0
2004;1;"2004-A";"BIS - Biguglia sud";0;0
2004;2;"2004-B";"18A - Carry";0;0
2004;2;"2004-B";"21E - ile embiez";0;0
2004;2;"2004-B";"22B - Toulon gde rade";0;0
2004;2;"2004-B";"27B - Frejus est";0;0
2004;2;"2004-B";"Agde";0;0
2004;2;"2004-B";"Anse Moulinet";0;0
2004;2;"2004-B";"Anse de Carteau 2";2;1
2004;2;"2004-B";"Antifer ponton pétrolier";1;1
2004;2;"2004-B";"Antifer ponton pêche";0;0
2004;2;"2004-B";"Antoine";0;0
2004;2;"2004-B";"Arcachon - Bouée 7";2;1
2004;2;"2004-B";"At so";1;1
2004;2;"2004-B";"Auger";2;1
2004;2;"2004-B";"BIN - Biguglia nord";0;0
2004;2;"2004-B";"BIS - Biguglia sud";0;0
2004;3;"2004-C";"18A - Carry";0;0
2004;3;"2004-C";"21E - ile embiez";0;0
2004;3;"2004-C";"22B - Toulon gde rade";0;0
2004;3;"2004-C";"27B - Frejus est";0;0
2004;3;"2004-C";"Agde";0;0
2004;3;"2004-C";"Anse Moulinet";0;0
2004;3;"2004-C";"Anse de Carteau 2";2;1
2004;3;"2004-C";"Antifer ponton pétrolier";1;1
2004;3;"2004-C";"Antifer ponton pêche";0;0
2004;3;"2004-C";"Antoine";0;0
2004;3;"2004-C";"Arcachon - Bouée 7";3;1
2004;3;"2004-C";"At so";1;1
2004;3;"2004-C";"Auger";2;1
2004;3;"2004-C";"BIN - Biguglia nord";0;0
2004;3;"2004-C";"BIS - Biguglia sud";0;0
2004;4;"2004-D";"18A - Carry";0;0
2004;4;"2004-D";"21E - ile embiez";0;0
2004;4;"2004-D";"22B - Toulon gde rade";0;0
2004;4;"2004-D";"27B - Frejus est";0;0
2004;4;"2004-D";"Agde";0;0
2004;4;"2004-D";"Anse Moulinet";0;0
2004;4;"2004-D";"Anse de Carteau 2";2;1
2004;4;"2004-D";"Antifer ponton pétrolier";1;1
2004;4;"2004-D";"Antifer ponton pêche";0;0
2004;4;"2004-D";"Antoine";0;0
2004;4;"2004-D";"Arcachon - Bouée 7";2;1
2004;4;"2004-D";"At so";1;1
2004;4;"2004-D";"Auger";1;1
2004;4;"2004-D";"BIN - Biguglia nord";0;0
2004;4;"2004-D";"BIS - Biguglia sud";0;0
2004;5;"2004-E";"18A - Carry";0;0
2004;5;"2004-E";"21E - ile embiez";0;0
2004;5;"2004-E";"22B - Toulon gde rade";0;0
2004;5;"2004-E";"27B - Frejus est";0;0
2004;5;"2004-E";"Agde";0;0
2004;5;"2004-E";"Anse Moulinet";0;0
2004;5;"2004-E";"Anse de Carteau 2";2;1
2004;5;"2004-E";"Antifer ponton pétrolier";1;1
2004;5;"2004-E";"Antifer ponton pêche";0;0
2004;5;"2004-E";"Antoine";0;0
2004;5;"2004-E";"Arcachon - Bouée 7";2;1
2004;5;"2004-E";"At so";1;1
2004;5;"2004-E";"Auger";3;1
2004;5;"2004-E";"BIN - Biguglia nord";0;0
2004;5;"2004-E";"BIS - Biguglia sud";0;0
2004;6;"2004-F";"18A - Carry";0;0
2004;6;"2004-F";"21E - ile embiez";0;0
2004;6;"2004-F";"22B - Toulon gde rade";0;0
2004;6;"2004-F";"27B - Frejus est";0;0
2004;6;"2004-F";"Agde";0;0
2004;6;"2004-F";"Anse Moulinet";0;0
2004;6;"2004-F";"Anse de Carteau 2";2;1
2004;6;"2004-F";"Antifer ponton pétrolier";2;1
2004;6;"2004-F";"Antifer ponton pêche";0;0
2004;6;"2004-F";"Antoine";0;0
2004;6;"2004-F";"Arcachon - Bouée 7";1;1
2004;6;"2004-F";"At so";2;1
2004;6;"2004-F";"Auger";2;1
2004;6;"2004-F";"BIN - Biguglia nord";0;0
2004;6;"2004-F";"BIS - Biguglia sud";0;0
2004;7;"2004-G";"18A - Carry";0;0
2004;7;"2004-G";"21E - ile embiez";0;0
2004;7;"2004-G";"22B - Toulon gde rade";0;0
2004;7;"2004-G";"27B - Frejus est";0;0
2004;7;"2004-G";"Agde";0;0
2004;7;"2004-G";"Anse Moulinet";0;0
2004;7;"2004-G";"Anse de Carteau 2";2;1
2004;7;"2004-G";"Antifer ponton pétrolier";1;1
2004;7;"2004-G";"Antifer ponton pêche";0;0
2004;7;"2004-G";"Antoine";0;0
2004;7;"2004-G";"Arcachon - Bouée 7";2;1
2004;7;"2004-G";"At so";1;1
2004;7;"2004-G";"Auger";2;1
2004;7;"2004-G";"BIN - Biguglia nord";0;0
2004;7;"2004-G";"BIS - Biguglia sud";0;0
2004;8;"2004-H";"18A - Carry";0;0
